check,contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,close
1,TFO,2026-04-24,2026-07,25.0,E,M,2026-06-26,,0,89.19
1,TFO,2026-04-24,2026-07,30.0,E,M,2026-06-26,0.5,0,89.19
1,TFO,2026-04-24,2026-07,31.5,E,M,2026-06-26,0.73,0,89.19
1,TFO,2026-04-24,2026-07,33.0,E,M,2026-06-26,,0,89.19
2,TFO,2026-04-24,2026-07,35.0,E,M,2026-06-26,1.695,0,89.19
2,TFO,2026-04-24,2026-07,40.0,E,M,2026-06-26,0,0,89.19
1,TFO,2026-04-24,2026-07,45.0,E,M,2026-06-26,0,5.925,89.19
1,TFO,2026-04-24,2026-07,48.0,E,M,2026-06-26,0,4.65,89.19
1,TFO,2026-04-24,2026-07,50.0,E,M,2026-06-26,0,,89.19
1,TFO,2026-04-24,2026-07,51.0,E,M,2026-06-26,0,4.49,89.19
2,TFO,2026-04-24,2026-07,55.0,E,M,2026-06-26,0,3.47,89.19
2,TFO,2026-04-24,2026-07,60.0,E,M,2026-06-26,0,5.58,89.19
1,TFO,2026-04-24,2026-07,65.0,E,M,2026-06-26,0,2.17,89.19
1,TFO,2026-04-24,2026-07,70.0,E,M,2026-06-26,0,1.82,89.19
1,TFO,2026-04-24,2026-07,80.0,E,M,2026-06-26,0,,89.19
1,TFO,2026-04-24,2026-07,85.0,E,M,2026-06-26,0,,89.19
1,TFO,2026-04-24,2026-07,100.0,E,M,2026-06-26,0,,89.19
1,TFO,2026-04-24,2026-08,30.0,E,M,2026-07-27,0.69,0,89.295
1,TFO,2026-04-24,2026-08,33.0,E,M,2026-07-27,,0,89.295
1,TFO,2026-04-24,2026-08,35.0,E,M,2026-07-27,,0,89.295
2,TFO,2026-04-24,2026-08,40.0,E,M,2026-07-27,0,0,89.295
1,TFO,2026-04-24,2026-08,50.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,51.0,E,M,2026-07-27,0,7.73,89.295
1,TFO,2026-04-24,2026-08,55.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,56.0,E,M,2026-07-27,0,6.72,89.295
1,TFO,2026-04-24,2026-08,60.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,65.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,80.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,85.0,E,M,2026-07-27,0,,89.295
1,TFO,2026-04-24,2026-08,100.0,E,M,2026-07-27,0,,89.295
2,TFO,2026-04-24,2026-09,25.0,E,M,2026-08-26,0.375,0,89.36
1,TFO,2026-04-24,2026-09,33.0,E,M,2026-08-26,,0,89.36
1,TFO,2026-04-24,2026-09,35.0,E,M,2026-08-26,,0,89.36
1,TFO,2026-04-24,2026-09,40.0,E,M,2026-08-26,,0,89.36
1,TFO,2026-04-24,2026-09,45.0,E,M,2026-08-26,,0,89.36
1,TFO,2026-04-24,2026-09,50.0,E,M,2026-08-26,0,,89.36
1,TFO,2026-04-24,2026-09,55.0,E,M,2026-08-26,0,,89.36
1,TFO,2026-04-24,2026-09,60.0,E,M,2026-08-26,0,,89.36
2,TFO,2026-04-24,2026-09,65.0,E,M,2026-08-26,0,7.345000000000001,89.36
2,TFO,2026-04-24,2026-09,80.0,E,M,2026-08-26,0,2.475,89.36
1,TFO,2026-04-24,2026-09,85.0,E,M,2026-08-26,0,,89.36
1,TFO,2026-04-24,2026-09,100.0,E,M,2026-08-26,0,,89.36
1,TFO,2026-04-24,2026-10,30.0,E,M,2026-09-25,1.175,0,89.28999999999999
1,TFO,2026-04-24,2026-10,35.0,E,M,2026-09-25,,0,89.28999999999999
1,TFO,2026-04-24,2026-10,40.0,E,M,2026-09-25,,0,89.28999999999999
1,TFO,2026-04-24,2026-10,45.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-10,50.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-10,55.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-10,60.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-10,70.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-10,80.0,E,M,2026-09-25,0,,89.28999999999999
1,TFO,2026-04-24,2026-11,50.0,E,M,2026-10-27,0,,88.58000000000001
1,TFO,2026-04-24,2026-11,55.0,E,M,2026-10-27,0,,88.58000000000001
1,TFO,2026-04-24,2026-11,70.0,E,M,2026-10-27,0,,88.58000000000001
1,TFO,2026-04-24,2026-11,80.0,E,M,2026-10-27,0,,88.58000000000001
1,TFO,2026-04-24,2026-11,100.0,E,M,2026-10-27,0,,88.58000000000001
1,TFO,2026-04-24,2026-12,30.0,E,M,2026-11-26,1.57,0,88.43
1,TFO,2026-04-24,2026-12,35.0,E,M,2026-11-26,3.8,0,88.43
2,TFO,2026-04-24,2026-12,45.0,E,M,2026-11-26,9.6,8.26,88.43
1,TFO,2026-04-24,2026-12,50.0,E,M,2026-11-26,0,,88.43
1,TFO,2026-04-24,2026-12,55.0,E,M,2026-11-26,0,,88.43
1,TFO,2026-04-24,2026-12,60.0,E,M,2026-11-26,0,5.78,88.43
1,TFO,2026-04-24,2026-12,70.0,E,M,2026-11-26,0,4.58,88.43
1,TFO,2026-04-24,2026-12,80.0,E,M,2026-11-26,0,,88.43
1,TFO,2026-04-24,2026-12,85.0,E,M,2026-11-26,0,3.02,88.43
1,TFO,2026-04-24,2026-12,100.0,E,M,2026-11-26,0,,88.43
1,TFO,2026-04-24,2027-01,25.0,E,M,2026-12-24,,0,88.095
1,TFO,2026-04-24,2027-01,35.0,E,M,2026-12-24,,0,88.095
1,TFO,2026-04-24,2027-01,40.0,E,M,2026-12-24,,0,88.095
1,TFO,2026-04-24,2027-01,45.0,E,M,2026-12-24,10.425,0,88.095
1,TFO,2026-04-24,2027-01,50.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-01,55.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-01,60.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-01,65.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-01,70.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-01,85.0,E,M,2026-12-24,0,,88.095
1,TFO,2026-04-24,2027-02,25.0,E,M,2027-01-27,,0,43.54
1,TFO,2026-04-24,2027-02,35.0,E,M,2027-01-27,,0,43.54
1,TFO,2026-04-24,2027-02,50.0,E,M,2027-01-27,0,,43.54
1,TFO,2026-04-24,2027-02,55.0,E,M,2027-01-27,0,,43.54
1,TFO,2026-04-24,2027-02,65.0,E,M,2027-01-27,0,,43.54
1,TFO,2026-04-24,2027-02,80.0,E,M,2027-01-27,0,,43.54
1,TFO,2026-04-24,2027-03,25.0,E,M,2027-02-24,,0,42.355
1,TFO,2026-04-24,2027-03,30.0,E,M,2027-02-24,,0,42.355
1,TFO,2026-04-24,2027-03,35.0,E,M,2027-02-24,,0,42.355
1,TFO,2026-04-24,2027-03,45.0,E,M,2027-02-24,0,,42.355
1,TFO,2026-04-24,2027-03,50.0,E,M,2027-02-24,0,,42.355
1,TFO,2026-04-24,2027-03,60.0,E,M,2027-02-24,0,,42.355
1,TFO,2026-04-24,2027-03,90.0,E,M,2027-02-24,0,4.12,42.355
1,TFO,2026-04-24,2027-03,100.0,E,M,2027-02-24,0,3.6,42.355
1,TFO,2026-04-27,2026-06,27.0,E,M,2026-05-27,0.08,0,88.68
1,TFO,2026-04-27,2026-06,31.0,E,M,2026-05-27,0.27,0,88.68
1,TFO,2026-04-27,2026-06,32.0,E,M,2026-05-27,0.25,0,88.68
1,TFO,2026-04-27,2026-06,33.0,E,M,2026-05-27,0,11.95,88.68
1,TFO,2026-04-27,2026-06,34.0,E,M,2026-05-27,0.55,0,88.68
2,TFO,2026-04-27,2026-06,35.0,E,M,2026-05-27,1.2650000000000001,0,88.68
1,TFO,2026-04-27,2026-06,36.0,E,M,2026-05-27,0.925,0,88.68
1,TFO,2026-04-27,2026-06,37.0,E,M,2026-05-27,1.06,0,88.68
1,TFO,2026-04-27,2026-06,38.0,E,M,2026-05-27,1.33,0,88.68
1,TFO,2026-04-27,2026-06,39.0,E,M,2026-05-27,1.65,0,88.68
2,TFO,2026-04-27,2026-06,40.0,E,M,2026-05-27,3.925,0,88.68
1,TFO,2026-04-27,2026-06,44.0,E,M,2026-05-27,4.15,0,88.68
4,TFO,2026-04-27,2026-06,45.0,E,M,2026-05-27,9.125,8.100000000000001,88.68
1,TFO,2026-04-27,2026-06,48.0,E,M,2026-05-27,0,3.65,88.68
3,TFO,2026-04-27,2026-06,50.0,E,M,2026-05-27,8.1,5.390000000000001,88.68
1,TFO,2026-04-27,2026-06,53.0,E,M,2026-05-27,0,2.65,88.68
2,TFO,2026-04-27,2026-06,55.0,E,M,2026-05-27,0,3.6,88.68
1,TFO,2026-04-27,2026-06,58.0,E,M,2026-05-27,0,2.075,88.68
2,TFO,2026-04-27,2026-06,60.0,E,M,2026-05-27,0,3.05,88.68
2,TFO,2026-04-27,2026-06,65.0,E,M,2026-05-27,0,1.855,88.68
1,TFO,2026-04-27,2026-06,70.0,E,M,2026-05-27,0,0.7,88.68
1,TFO,2026-04-27,2026-06,80.0,E,M,2026-05-27,0,0.44,88.68
1,TFO,2026-04-27,2026-06,100.0,E,M,2026-05-27,0,0.25,88.68
1,TFO,2026-04-27,2026-07,27.0,E,M,2026-06-26,0.225,0,88.685
1,TFO,2026-04-27,2026-07,30.0,E,M,2026-06-26,0.475,0,88.685
1,TFO,2026-04-27,2026-07,33.0,E,M,2026-06-26,0.87,0,88.685
1,TFO,2026-04-27,2026-07,35.0,E,M,2026-06-26,1.27,0,88.685
1,TFO,2026-04-27,2026-07,40.0,E,M,2026-06-26,,0,88.685
1,TFO,2026-04-27,2026-07,45.0,E,M,2026-06-26,0,5.45,88.685
1,TFO,2026-04-27,2026-07,50.0,E,M,2026-06-26,0,,88.685
1,TFO,2026-04-27,2026-07,60.0,E,M,2026-06-26,0,,88.685
1,TFO,2026-04-27,2026-07,65.0,E,M,2026-06-26,0,2.075,88.685
1,TFO,2026-04-27,2026-07,70.0,E,M,2026-06-26,0,,88.685
1,TFO,2026-04-27,2026-08,31.5,E,M,2026-07-27,0.975,0,89.00999999999999
1,TFO,2026-04-27,2026-08,35.0,E,M,2026-07-27,1.86,0,89.00999999999999
1,TFO,2026-04-27,2026-08,40.0,E,M,2026-07-27,,0,89.00999999999999
1,TFO,2026-04-27,2026-08,50.0,E,M,2026-07-27,0,,89.00999999999999
1,TFO,2026-04-27,2026-08,51.0,E,M,2026-07-27,0,,89.00999999999999
1,TFO,2026-04-27,2026-08,55.0,E,M,2026-07-27,0,4.27,89.00999999999999
1,TFO,2026-04-27,2026-08,56.0,E,M,2026-07-27,0,,89.00999999999999
1,TFO,2026-04-27,2026-08,60.0,E,M,2026-07-27,0,3.35,89.00999999999999
1,TFO,2026-04-27,2026-08,70.0,E,M,2026-07-27,0,,89.00999999999999
1,TFO,2026-04-27,2026-08,90.0,E,M,2026-07-27,0,1.175,89.00999999999999
1,TFO,2026-04-27,2026-09,35.0,E,M,2026-08-26,,0,89.555
1,TFO,2026-04-27,2026-09,40.0,E,M,2026-08-26,,0,89.555
1,TFO,2026-04-27,2026-09,50.0,E,M,2026-08-26,0,5.74,89.555
1,TFO,2026-04-27,2026-09,60.0,E,M,2026-08-26,0,,89.555
1,TFO,2026-04-27,2026-09,70.0,E,M,2026-08-26,0,,89.555
1,TFO,2026-04-27,2026-10,30.0,E,M,2026-09-25,,0,88.65
1,TFO,2026-04-27,2026-10,35.0,E,M,2026-09-25,,0,88.65
1,TFO,2026-04-27,2026-10,38.0,E,M,2026-09-25,3.925,0,88.65
1,TFO,2026-04-27,2026-10,45.0,E,M,2026-09-25,0,7.425,88.65
1,TFO,2026-04-27,2026-10,50.0,E,M,2026-09-25,0,,88.65
1,TFO,2026-04-27,2026-10,55.0,E,M,2026-09-25,0,5.11,88.65
1,TFO,2026-04-27,2026-10,60.0,E,M,2026-09-25,0,,88.65
1,TFO,2026-04-27,2026-10,65.0,E,M,2026-09-25,0,3.65,88.65
1,TFO,2026-04-27,2026-10,80.0,E,M,2026-09-25,0,,88.65
1,TFO,2026-04-27,2026-11,50.0,E,M,2026-10-27,0,,88.24000000000001
1,TFO,2026-04-27,2026-11,55.0,E,M,2026-10-27,0,,88.24000000000001
1,TFO,2026-04-27,2026-11,80.0,E,M,2026-10-27,0,,88.24000000000001
1,TFO,2026-04-27,2026-12,30.0,E,M,2026-11-26,,0,87.94999999999999
1,TFO,2026-04-27,2026-12,35.0,E,M,2026-11-26,,0,87.94999999999999
1,TFO,2026-04-27,2026-12,45.0,E,M,2026-11-26,0,,87.94999999999999
1,TFO,2026-04-27,2026-12,50.0,E,M,2026-11-26,0,,87.94999999999999
1,TFO,2026-04-27,2026-12,55.0,E,M,2026-11-26,0,,87.94999999999999
1,TFO,2026-04-27,2026-12,60.0,E,M,2026-11-26,0,,87.94999999999999
1,TFO,2026-04-27,2026-12,80.0,E,M,2026-11-26,0,,87.94999999999999
1,TFO,2026-04-27,2027-01,35.0,E,M,2026-12-24,,0,88.4
1,TFO,2026-04-27,2027-01,50.0,E,M,2026-12-24,0,,88.4
1,TFO,2026-04-27,2027-01,60.0,E,M,2026-12-24,0,,88.4
1,TFO,2026-04-27,2027-01,65.0,E,M,2026-12-24,0,,88.4
1,TFO,2026-04-27,2027-01,70.0,E,M,2026-12-24,0,,88.4
1,TFO,2026-04-27,2027-02,35.0,E,M,2027-01-27,,0,43.935
1,TFO,2026-04-27,2027-02,50.0,E,M,2027-01-27,0,,43.935
1,TFO,2026-04-27,2027-02,65.0,E,M,2027-01-27,0,,43.935
1,TFO,2026-04-27,2027-02,80.0,E,M,2027-01-27,0,,43.935
1,TFO,2026-04-27,2027-03,30.0,E,M,2027-02-24,,0,42.435
1,TFO,2026-04-27,2027-03,35.0,E,M,2027-02-24,,0,42.435
1,TFO,2026-04-27,2027-03,50.0,E,M,2027-02-24,0,,42.435
1,TFO,2026-04-27,2027-03,60.0,E,M,2027-02-24,0,,42.435
1,TFO,2026-04-27,2027-03,90.0,E,M,2027-02-24,0,4.07,42.435
1,TFO,2026-04-27,2027-03,100.0,E,M,2027-02-24,0,3.545,42.435
1,TFO,2026-04-27,2027-04,50.0,E,M,2027-03-25,0,,37.165
1,TFO,2026-04-28,2026-06,24.0,E,M,2026-05-27,0.06,0,87.125
1,TFO,2026-04-28,2026-06,25.0,E,M,2026-05-27,0.1,0,87.125
1,TFO,2026-04-28,2026-06,26.0,E,M,2026-05-27,0.09,0,87.125
1,TFO,2026-04-28,2026-06,27.0,E,M,2026-05-27,0.075,0,87.125
2,TFO,2026-04-28,2026-06,30.0,E,M,2026-05-27,0.3,0,87.125
2,TFO,2026-04-28,2026-06,32.0,E,M,2026-05-27,0.375,0,87.125
2,TFO,2026-04-28,2026-06,35.0,E,M,2026-05-27,1.13,0,87.125
1,TFO,2026-04-28,2026-06,36.0,E,M,2026-05-27,,0,87.125
1,TFO,2026-04-28,2026-06,37.0,E,M,2026-05-27,0.95,0,87.125
1,TFO,2026-04-28,2026-06,38.0,E,M,2026-05-27,1.2,0,87.125
1,TFO,2026-04-28,2026-06,39.0,E,M,2026-05-27,1.3,0,87.125
2,TFO,2026-04-28,2026-06,40.0,E,M,2026-05-27,3.59,0,87.125
1,TFO,2026-04-28,2026-06,41.0,E,M,2026-05-27,,0,87.125
2,TFO,2026-04-28,2026-06,42.0,E,M,2026-05-27,4.88,0,87.125
3,TFO,2026-04-28,2026-06,44.0,E,M,2026-05-27,7.800000000000001,3.85,87.125
4,TFO,2026-04-28,2026-06,45.0,E,M,2026-05-27,8.41,6.86,87.125
2,TFO,2026-04-28,2026-06,46.0,E,M,2026-05-27,4.75,4.0,87.125
1,TFO,2026-04-28,2026-06,48.0,E,M,2026-05-27,0,,87.125
2,TFO,2026-04-28,2026-06,50.0,E,M,2026-05-27,7.775,2.35,87.125
2,TFO,2026-04-28,2026-06,55.0,E,M,2026-05-27,0,3.385,87.125
2,TFO,2026-04-28,2026-06,60.0,E,M,2026-05-27,0,2.2199999999999998,87.125
1,TFO,2026-04-28,2026-06,61.0,E,M,2026-05-27,0,0.98,87.125
1,TFO,2026-04-28,2026-06,80.0,E,M,2026-05-27,0,0.4,87.125
1,TFO,2026-04-28,2026-07,27.0,E,M,2026-06-26,0.195,0,87.005
1,TFO,2026-04-28,2026-07,28.0,E,M,2026-06-26,,0,87.005
1,TFO,2026-04-28,2026-07,30.0,E,M,2026-06-26,0.415,0,87.005
1,TFO,2026-04-28,2026-07,32.0,E,M,2026-06-26,0.6,0,87.005
2,TFO,2026-04-28,2026-07,33.0,E,M,2026-06-26,1.505,0,87.005
1,TFO,2026-04-28,2026-07,35.0,E,M,2026-06-26,1.4,0,87.005
1,TFO,2026-04-28,2026-07,36.0,E,M,2026-06-26,1.425,0,87.005
2,TFO,2026-04-28,2026-07,38.0,E,M,2026-06-26,0,8.99,87.005
1,TFO,2026-04-28,2026-07,40.0,E,M,2026-06-26,3.4,0,87.005
1,TFO,2026-04-28,2026-07,42.0,E,M,2026-06-26,0,6.84,87.005
2,TFO,2026-04-28,2026-07,45.0,E,M,2026-06-26,0,5.05,87.005
1,TFO,2026-04-28,2026-07,50.0,E,M,2026-06-26,0,3.75,87.005
2,TFO,2026-04-28,2026-07,55.0,E,M,2026-06-26,0,0,87.005
1,TFO,2026-04-28,2026-07,60.0,E,M,2026-06-26,0,,87.005
2,TFO,2026-04-28,2026-07,70.0,E,M,2026-06-26,0,1.36,87.005
2,TFO,2026-04-28,2026-07,80.0,E,M,2026-06-26,0,1.035,87.005
1,TFO,2026-04-28,2026-07,90.0,E,M,2026-06-26,0,,87.005
1,TFO,2026-04-28,2026-07,100.0,E,M,2026-06-26,0,,87.005
1,TFO,2026-04-28,2026-08,30.0,E,M,2026-07-27,,0,86.905
1,TFO,2026-04-28,2026-08,31.5,E,M,2026-07-27,0.985,0,86.905
1,TFO,2026-04-28,2026-08,35.0,E,M,2026-07-27,,0,86.905
1,TFO,2026-04-28,2026-08,38.0,E,M,2026-07-27,,0,86.905
1,TFO,2026-04-28,2026-08,40.0,E,M,2026-07-27,,0,86.905
2,TFO,2026-04-28,2026-08,45.0,E,M,2026-07-27,0,0,86.905
1,TFO,2026-04-28,2026-08,50.0,E,M,2026-07-27,0,,86.905
1,TFO,2026-04-28,2026-08,55.0,E,M,2026-07-27,0,,86.905
1,TFO,2026-04-28,2026-08,60.0,E,M,2026-07-27,0,,86.905
1,TFO,2026-04-28,2026-08,70.0,E,M,2026-07-27,0,,86.905
2,TFO,2026-04-28,2026-08,80.0,E,M,2026-07-27,0,1.6,86.905
1,TFO,2026-04-28,2026-08,90.0,E,M,2026-07-27,0,,86.905
1,TFO,2026-04-28,2026-08,100.0,E,M,2026-07-27,0,,86.905
1,TFO,2026-04-28,2026-09,27.0,E,M,2026-08-26,,0,86.755
1,TFO,2026-04-28,2026-09,28.0,E,M,2026-08-26,,0,86.755
1,TFO,2026-04-28,2026-09,30.0,E,M,2026-08-26,,0,86.755
1,TFO,2026-04-28,2026-09,35.0,E,M,2026-08-26,2.325,0,86.755
1,TFO,2026-04-28,2026-09,38.0,E,M,2026-08-26,,0,86.755
1,TFO,2026-04-28,2026-09,40.0,E,M,2026-08-26,,0,86.755
2,TFO,2026-04-28,2026-09,45.0,E,M,2026-08-26,0,0,86.755
1,TFO,2026-04-28,2026-09,50.0,E,M,2026-08-26,0,6.18,86.755
1,TFO,2026-04-28,2026-09,55.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-09,60.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-09,70.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-09,75.0,E,M,2026-08-26,0,2.46,86.755
1,TFO,2026-04-28,2026-09,80.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-09,90.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-09,100.0,E,M,2026-08-26,0,,86.755
1,TFO,2026-04-28,2026-10,30.0,E,M,2026-09-25,0.95,0,86.59
1,TFO,2026-04-28,2026-10,35.0,E,M,2026-09-25,2.35,0,86.59
1,TFO,2026-04-28,2026-10,43.0,E,M,2026-09-25,6.85,0,86.59
2,TFO,2026-04-28,2026-10,45.0,E,M,2026-09-25,7.8,0,86.59
1,TFO,2026-04-28,2026-10,50.0,E,M,2026-09-25,0,,86.59
1,TFO,2026-04-28,2026-10,55.0,E,M,2026-09-25,0,,86.59
1,TFO,2026-04-28,2026-10,60.0,E,M,2026-09-25,0,,86.59
1,TFO,2026-04-28,2026-10,80.0,E,M,2026-09-25,0,,86.59
1,TFO,2026-04-28,2026-11,43.0,E,M,2026-10-27,7.5,0,86.34
1,TFO,2026-04-28,2026-11,50.0,E,M,2026-10-27,0,,86.34
1,TFO,2026-04-28,2026-11,55.0,E,M,2026-10-27,0,6.12,86.34
1,TFO,2026-04-28,2026-11,70.0,E,M,2026-10-27,0,4.04,86.34
1,TFO,2026-04-28,2026-11,80.0,E,M,2026-10-27,0,3.22,86.34
1,TFO,2026-04-28,2026-11,100.0,E,M,2026-10-27,0,,86.34
1,TFO,2026-04-28,2026-12,35.0,E,M,2026-11-26,,0,86.43
1,TFO,2026-04-28,2026-12,45.0,E,M,2026-11-26,0,,86.43
1,TFO,2026-04-28,2026-12,50.0,E,M,2026-11-26,0,,86.43
1,TFO,2026-04-28,2026-12,55.0,E,M,2026-11-26,0,6.12,86.43
1,TFO,2026-04-28,2026-12,60.0,E,M,2026-11-26,0,,86.43
1,TFO,2026-04-28,2026-12,70.0,E,M,2026-11-26,0,4.04,86.43
1,TFO,2026-04-28,2026-12,80.0,E,M,2026-11-26,0,3.22,86.43
1,TFO,2026-04-28,2026-12,100.0,E,M,2026-11-26,0,,86.43
1,TFO,2026-04-28,2027-01,25.0,E,M,2026-12-24,,0,87.805
1,TFO,2026-04-28,2027-01,35.0,E,M,2026-12-24,,0,87.805
1,TFO,2026-04-28,2027-01,50.0,E,M,2026-12-24,0,,87.805
1,TFO,2026-04-28,2027-01,55.0,E,M,2026-12-24,0,,87.805
1,TFO,2026-04-28,2027-01,60.0,E,M,2026-12-24,0,6.475,87.805
1,TFO,2026-04-28,2027-01,65.0,E,M,2026-12-24,0,,87.805
1,TFO,2026-04-28,2027-01,70.0,E,M,2026-12-24,0,,87.805
1,TFO,2026-04-28,2027-01,75.0,E,M,2026-12-24,0,,87.805
1,TFO,2026-04-28,2027-01,90.0,E,M,2026-12-24,0,3.7,87.805
1,TFO,2026-04-28,2027-02,25.0,E,M,2027-01-27,,0,42.515
1,TFO,2026-04-28,2027-02,35.0,E,M,2027-01-27,,0,42.515
1,TFO,2026-04-28,2027-02,50.0,E,M,2027-01-27,0,,42.515
1,TFO,2026-04-28,2027-02,55.0,E,M,2027-01-27,0,,42.515
1,TFO,2026-04-28,2027-02,65.0,E,M,2027-01-27,0,,42.515
1,TFO,2026-04-28,2027-02,75.0,E,M,2027-01-27,0,,42.515
1,TFO,2026-04-28,2027-02,80.0,E,M,2027-01-27,0,,42.515
1,TFO,2026-04-28,2027-03,25.0,E,M,2027-02-24,,0,41.41
1,TFO,2026-04-28,2027-03,35.0,E,M,2027-02-24,,0,41.41
1,TFO,2026-04-28,2027-03,45.0,E,M,2027-02-24,0,,41.41
1,TFO,2026-04-28,2027-03,50.0,E,M,2027-02-24,0,,41.41
1,TFO,2026-04-28,2027-03,60.0,E,M,2027-02-24,0,,41.41
1,TFO,2026-04-28,2027-03,75.0,E,M,2027-02-24,0,,41.41
1,TFO,2026-04-29,2026-06,25.0,E,M,2026-05-27,0.05,0,94.61500000000001
1,TFO,2026-04-29,2026-06,33.0,E,M,2026-05-27,0.255,0,94.61500000000001
2,TFO,2026-04-29,2026-06,35.0,E,M,2026-05-27,0.885,0,94.61500000000001
1,TFO,2026-04-29,2026-06,36.0,E,M,2026-05-27,0.51,0,94.61500000000001
1,TFO,2026-04-29,2026-06,36.5,E,M,2026-05-27,0.84,0,94.61500000000001
1,TFO,2026-04-29,2026-06,37.0,E,M,2026-05-27,0.75,0,94.61500000000001
2,TFO,2026-04-29,2026-06,38.0,E,M,2026-05-27,2.1550000000000002,0,94.61500000000001
2,TFO,2026-04-29,2026-06,40.0,E,M,2026-05-27,2.8449999999999998,0,94.61500000000001
1,TFO,2026-04-29,2026-06,41.0,E,M,2026-05-27,2.155,0,94.61500000000001
1,TFO,2026-04-29,2026-06,42.0,E,M,2026-05-27,,0,94.61500000000001
3,TFO,2026-04-29,2026-06,44.0,E,M,2026-05-27,6.93,4.69,94.61500000000001
3,TFO,2026-04-29,2026-06,45.0,E,M,2026-05-27,4.07,8.57,94.61500000000001
2,TFO,2026-04-29,2026-06,46.0,E,M,2026-05-27,4.17,3.9,94.61500000000001
1,TFO,2026-04-29,2026-06,47.0,E,M,2026-05-27,0,3.3,94.61500000000001
2,TFO,2026-04-29,2026-06,48.0,E,M,2026-05-27,0,8.115,94.61500000000001
2,TFO,2026-04-29,2026-06,50.0,E,M,2026-05-27,0,6.4,94.61500000000001
2,TFO,2026-04-29,2026-06,55.0,E,M,2026-05-27,0,4.220000000000001,94.61500000000001
2,TFO,2026-04-29,2026-06,56.0,E,M,2026-05-27,0,1.66,94.61500000000001
2,TFO,2026-04-29,2026-06,60.0,E,M,2026-05-27,0,3.63,94.61500000000001
1,TFO,2026-04-29,2026-06,61.0,E,M,2026-05-27,0,,94.61500000000001
1,TFO,2026-04-29,2026-06,62.0,E,M,2026-05-27,0,1.15,94.61500000000001
1,TFO,2026-04-29,2026-06,65.0,E,M,2026-05-27,0,1.11,94.61500000000001
2,TFO,2026-04-29,2026-06,70.0,E,M,2026-05-27,0,1.9,94.61500000000001
1,TFO,2026-04-29,2026-06,75.0,E,M,2026-05-27,0,0.635,94.61500000000001
1,TFO,2026-04-29,2026-06,85.0,E,M,2026-05-27,0,0.355,94.61500000000001
1,TFO,2026-04-29,2026-07,25.0,E,M,2026-06-26,0.1,0,94.5
1,TFO,2026-04-29,2026-07,27.0,E,M,2026-06-26,0.195,0,94.5
2,TFO,2026-04-29,2026-07,30.0,E,M,2026-06-26,0.71,0,94.5
1,TFO,2026-04-29,2026-07,33.0,E,M,2026-06-26,0.65,0,94.5
1,TFO,2026-04-29,2026-07,34.0,E,M,2026-06-26,,0,94.5
1,TFO,2026-04-29,2026-07,35.0,E,M,2026-06-26,1.1,0,94.5
1,TFO,2026-04-29,2026-07,36.0,E,M,2026-06-26,1.42,0,94.5
1,TFO,2026-04-29,2026-07,37.0,E,M,2026-06-26,,0,94.5
1,TFO,2026-04-29,2026-07,38.0,E,M,2026-06-26,,0,94.5
2,TFO,2026-04-29,2026-07,40.0,E,M,2026-06-26,2.875,9.2,94.5
1,TFO,2026-04-29,2026-07,42.0,E,M,2026-06-26,,0,94.5
2,TFO,2026-04-29,2026-07,45.0,E,M,2026-06-26,5.8,5.8,94.5
2,TFO,2026-04-29,2026-07,47.0,E,M,2026-06-26,0,5.35,94.5
1,TFO,2026-04-29,2026-07,48.0,E,M,2026-06-26,0,5.91,94.5
1,TFO,2026-04-29,2026-07,50.0,E,M,2026-06-26,0,5.43,94.5
1,TFO,2026-04-29,2026-07,55.0,E,M,2026-06-26,0,,94.5
1,TFO,2026-04-29,2026-07,60.0,E,M,2026-06-26,0,3.51,94.5
1,TFO,2026-04-29,2026-07,63.0,E,M,2026-06-26,0,2.75,94.5
