check,contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,close
1,TFO,2026-04-21,2026-07,27.0,E,M,2026-06-26,,0,86.655
2,TFO,2026-04-21,2026-07,30.0,E,M,2026-06-26,0.56,0,86.655
1,TFO,2026-04-21,2026-07,33.0,E,M,2026-06-26,1.34,0,86.655
1,TFO,2026-04-21,2026-07,35.0,E,M,2026-06-26,,0,86.655
1,TFO,2026-04-21,2026-07,40.0,E,M,2026-06-26,,0,86.655
1,TFO,2026-04-21,2026-07,41.0,E,M,2026-06-26,,0,86.655
1,TFO,2026-04-21,2026-07,45.0,E,M,2026-06-26,0,3.425,86.655
1,TFO,2026-04-21,2026-07,50.0,E,M,2026-06-26,0,,86.655
1,TFO,2026-04-21,2026-07,55.0,E,M,2026-06-26,0,1.85,86.655
1,TFO,2026-04-21,2026-07,60.0,E,M,2026-06-26,0,,86.655
2,TFO,2026-04-21,2026-07,70.0,E,M,2026-06-26,0,1.18,86.655
1,TFO,2026-04-21,2026-07,75.0,E,M,2026-06-26,0,,86.655
1,TFO,2026-04-21,2026-08,29.0,E,M,2026-07-27,,0,86.93
1,TFO,2026-04-21,2026-08,30.0,E,M,2026-07-27,,0,86.93
1,TFO,2026-04-21,2026-08,35.0,E,M,2026-07-27,,0,86.93
1,TFO,2026-04-21,2026-08,40.0,E,M,2026-07-27,,0,86.93
1,TFO,2026-04-21,2026-08,45.0,E,M,2026-07-27,0,4.35,86.93
1,TFO,2026-04-21,2026-08,50.0,E,M,2026-07-27,0,,86.93
1,TFO,2026-04-21,2026-08,55.0,E,M,2026-07-27,0,2.6,86.93
1,TFO,2026-04-21,2026-08,60.0,E,M,2026-07-27,0,,86.93
1,TFO,2026-04-21,2026-08,70.0,E,M,2026-07-27,0,,86.93
1,TFO,2026-04-21,2026-08,75.0,E,M,2026-07-27,0,,86.93
1,TFO,2026-04-21,2026-09,25.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,27.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,29.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,30.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,35.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,40.0,E,M,2026-08-26,,0,86.81
1,TFO,2026-04-21,2026-09,45.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-09,50.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-09,55.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-09,60.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-09,70.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-09,75.0,E,M,2026-08-26,0,,86.81
1,TFO,2026-04-21,2026-10,30.0,E,M,2026-09-25,0.97,0,85.57
1,TFO,2026-04-21,2026-10,33.0,E,M,2026-09-25,,0,85.57
1,TFO,2026-04-21,2026-10,35.0,E,M,2026-09-25,,0,85.57
1,TFO,2026-04-21,2026-10,37.0,E,M,2026-09-25,3.92,0,85.57
2,TFO,2026-04-21,2026-10,45.0,E,M,2026-09-25,0,0,85.57
1,TFO,2026-04-21,2026-10,50.0,E,M,2026-09-25,0,4.75,85.57
1,TFO,2026-04-21,2026-10,55.0,E,M,2026-09-25,0,,85.57
1,TFO,2026-04-21,2026-10,60.0,E,M,2026-09-25,0,3.275,85.57
1,TFO,2026-04-21,2026-10,65.0,E,M,2026-09-25,0,,85.57
1,TFO,2026-04-21,2026-10,70.0,E,M,2026-09-25,0,,85.57
1,TFO,2026-04-21,2026-10,75.0,E,M,2026-09-25,0,,85.57
1,TFO,2026-04-21,2026-11,50.0,E,M,2026-10-27,0,,84.845
1,TFO,2026-04-21,2026-11,55.0,E,M,2026-10-27,0,,84.845
1,TFO,2026-04-21,2026-11,70.0,E,M,2026-10-27,0,,84.845
1,TFO,2026-04-21,2026-11,75.0,E,M,2026-10-27,0,,84.845
1,TFO,2026-04-21,2026-11,100.0,E,M,2026-10-27,0,,84.845
1,TFO,2026-04-21,2026-12,30.0,E,M,2026-11-26,,0,84.76
1,TFO,2026-04-21,2026-12,33.0,E,M,2026-11-26,,0,84.76
1,TFO,2026-04-21,2026-12,35.0,E,M,2026-11-26,,0,84.76
2,TFO,2026-04-21,2026-12,45.0,E,M,2026-11-26,0,0,84.76
1,TFO,2026-04-21,2026-12,50.0,E,M,2026-11-26,0,,84.76
1,TFO,2026-04-21,2026-12,55.0,E,M,2026-11-26,0,,84.76
1,TFO,2026-04-21,2026-12,60.0,E,M,2026-11-26,0,,84.76
2,TFO,2026-04-21,2026-12,70.0,E,M,2026-11-26,0,3.85,84.76
1,TFO,2026-04-21,2026-12,75.0,E,M,2026-11-26,0,,84.76
1,TFO,2026-04-21,2026-12,100.0,E,M,2026-11-26,0,,84.76
1,TFO,2026-04-21,2027-01,25.0,E,M,2026-12-24,,0,81.82499999999999
1,TFO,2026-04-21,2027-01,35.0,E,M,2026-12-24,,0,81.82499999999999
1,TFO,2026-04-21,2027-01,40.0,E,M,2026-12-24,,0,81.82499999999999
1,TFO,2026-04-21,2027-01,45.0,E,M,2026-12-24,,0,81.82499999999999
1,TFO,2026-04-21,2027-02,25.0,E,M,2027-01-27,,0,41.965
1,TFO,2026-04-21,2027-02,35.0,E,M,2027-01-27,,0,41.965
1,TFO,2026-04-21,2027-03,15.0,E,M,2027-02-24,,0,40.605
1,TFO,2026-04-21,2027-03,25.0,E,M,2027-02-24,,0,40.605
1,TFO,2026-04-21,2027-03,30.0,E,M,2027-02-24,,0,40.605
1,TFO,2026-04-21,2027-03,35.0,E,M,2027-02-24,,0,40.605
1,TFO,2026-04-21,2027-03,45.0,E,M,2027-02-24,0,,40.605
1,TFO,2026-04-22,2026-05,35.0,E,M,2026-04-24,0.05,0,88.15
1,TFO,2026-04-22,2026-05,36.0,E,M,2026-04-24,0.03,0,88.15
1,TFO,2026-04-22,2026-05,37.0,E,M,2026-04-24,0.27,0,88.15
3,TFO,2026-04-22,2026-05,38.0,E,M,2026-04-24,0.255,4.865,88.15
3,TFO,2026-04-22,2026-05,40.0,E,M,2026-04-24,0.43000000000000005,3.87,88.15
3,TFO,2026-04-22,2026-05,41.0,E,M,2026-04-24,1.265,2.2,88.15
3,TFO,2026-04-22,2026-05,42.0,E,M,2026-04-24,1.2,4.9,88.15
3,TFO,2026-04-22,2026-05,43.0,E,M,2026-04-24,1.9500000000000002,1.335,88.15
3,TFO,2026-04-22,2026-05,44.0,E,M,2026-04-24,2.5,3.03,88.15
3,TFO,2026-04-22,2026-05,45.0,E,M,2026-04-24,3.0,2.45,88.15
2,TFO,2026-04-22,2026-05,46.0,E,M,2026-04-24,0,1.44,88.15
2,TFO,2026-04-22,2026-05,48.0,E,M,2026-04-24,0,0.9450000000000001,88.15
1,TFO,2026-04-22,2026-05,49.0,E,M,2026-04-24,0,0.51,88.15
2,TFO,2026-04-22,2026-05,50.0,E,M,2026-04-24,0,0.675,88.15
1,TFO,2026-04-22,2026-05,55.0,E,M,2026-04-24,0,0.155,88.15
2,TFO,2026-04-22,2026-05,60.0,E,M,2026-04-24,0,0.1,88.15
1,TFO,2026-04-22,2026-05,70.0,E,M,2026-04-24,0,0.06,88.15
1,TFO,2026-04-22,2026-05,75.0,E,M,2026-04-24,0,0.025,88.15
2,TFO,2026-04-22,2026-06,30.0,E,M,2026-05-27,0.525,0,87.97999999999999
1,TFO,2026-04-22,2026-06,32.0,E,M,2026-05-27,0.475,0,87.97999999999999
1,TFO,2026-04-22,2026-06,33.0,E,M,2026-05-27,0.5,0,87.97999999999999
2,TFO,2026-04-22,2026-06,35.0,E,M,2026-05-27,2.03,0,87.97999999999999
1,TFO,2026-04-22,2026-06,38.0,E,M,2026-05-27,,0,87.97999999999999
1,TFO,2026-04-22,2026-06,40.0,E,M,2026-05-27,3.03,0,87.97999999999999
1,TFO,2026-04-22,2026-06,45.0,E,M,2026-05-27,0,4.5,87.97999999999999
2,TFO,2026-04-22,2026-06,50.0,E,M,2026-05-27,0,5.77,87.97999999999999
1,TFO,2026-04-22,2026-06,55.0,E,M,2026-05-27,0,1.875,87.97999999999999
2,TFO,2026-04-22,2026-06,60.0,E,M,2026-05-27,0,2.925,87.97999999999999
2,TFO,2026-04-22,2026-06,65.0,E,M,2026-05-27,0,2.16,87.97999999999999
2,TFO,2026-04-22,2026-06,70.0,E,M,2026-05-27,0,1.55,87.97999999999999
1,TFO,2026-04-22,2026-06,75.0,E,M,2026-05-27,0,0.75,87.97999999999999
1,TFO,2026-04-22,2026-07,30.0,E,M,2026-06-26,0,13.2,88.245
1,TFO,2026-04-22,2026-07,34.0,E,M,2026-06-26,0,10.075,88.245
1,TFO,2026-04-22,2026-07,35.0,E,M,2026-06-26,,0,88.245
1,TFO,2026-04-22,2026-07,37.0,E,M,2026-06-26,0,8.2,88.245
1,TFO,2026-04-22,2026-07,40.0,E,M,2026-06-26,0,,88.245
1,TFO,2026-04-22,2026-07,42.0,E,M,2026-06-26,,0,88.245
1,TFO,2026-04-22,2026-07,43.0,E,M,2026-06-26,,0,88.245
1,TFO,2026-04-22,2026-07,45.0,E,M,2026-06-26,0,5.45,88.245
1,TFO,2026-04-22,2026-07,50.0,E,M,2026-06-26,0,,88.245
1,TFO,2026-04-22,2026-07,55.0,E,M,2026-06-26,0,3.26,88.245
2,TFO,2026-04-22,2026-07,60.0,E,M,2026-06-26,0,2.45,88.245
1,TFO,2026-04-22,2026-07,65.0,E,M,2026-06-26,0,1.9,88.245
1,TFO,2026-04-22,2026-07,90.0,E,M,2026-06-26,0,,88.245
1,TFO,2026-04-22,2026-07,100.0,E,M,2026-06-26,0,,88.245
1,TFO,2026-04-22,2026-08,30.0,E,M,2026-07-27,0,,87.965
2,TFO,2026-04-22,2026-08,35.0,E,M,2026-07-27,1.945,0,87.965
1,TFO,2026-04-22,2026-08,40.0,E,M,2026-07-27,0,,87.965
1,TFO,2026-04-22,2026-08,45.0,E,M,2026-07-27,0,5.775,87.965
1,TFO,2026-04-22,2026-08,50.0,E,M,2026-07-27,0,4.315,87.965
1,TFO,2026-04-22,2026-08,55.0,E,M,2026-07-27,0,3.625,87.965
1,TFO,2026-04-22,2026-08,60.0,E,M,2026-07-27,0,,87.965
1,TFO,2026-04-22,2026-08,90.0,E,M,2026-07-27,0,,87.965
1,TFO,2026-04-22,2026-08,100.0,E,M,2026-07-27,0,,87.965
1,TFO,2026-04-22,2026-09,35.0,E,M,2026-08-26,,0,88.075
1,TFO,2026-04-22,2026-09,43.0,E,M,2026-08-26,,0,88.075
1,TFO,2026-04-22,2026-09,45.0,E,M,2026-08-26,0,,88.075
1,TFO,2026-04-22,2026-09,50.0,E,M,2026-08-26,0,4.85,88.075
1,TFO,2026-04-22,2026-09,60.0,E,M,2026-08-26,0,3.26,88.075
1,TFO,2026-04-22,2026-09,90.0,E,M,2026-08-26,0,,88.075
1,TFO,2026-04-22,2026-09,100.0,E,M,2026-08-26,0,,88.075
1,TFO,2026-04-22,2026-10,30.0,E,M,2026-09-25,,0,86.89
1,TFO,2026-04-22,2026-10,33.0,E,M,2026-09-25,,0,86.89
1,TFO,2026-04-22,2026-10,35.0,E,M,2026-09-25,,0,86.89
1,TFO,2026-04-22,2026-10,40.0,E,M,2026-09-25,,0,86.89
1,TFO,2026-04-22,2026-10,45.0,E,M,2026-09-25,0,,86.89
1,TFO,2026-04-22,2026-10,50.0,E,M,2026-09-25,0,5.12,86.89
1,TFO,2026-04-22,2026-10,55.0,E,M,2026-09-25,0,,86.89
1,TFO,2026-04-22,2026-10,70.0,E,M,2026-09-25,0,2.57,86.89
1,TFO,2026-04-22,2026-10,75.0,E,M,2026-09-25,0,,86.89
1,TFO,2026-04-22,2026-10,80.0,E,M,2026-09-25,0,,86.89
1,TFO,2026-04-22,2026-11,50.0,E,M,2026-10-27,0,,85.61
1,TFO,2026-04-22,2026-11,55.0,E,M,2026-10-27,0,,85.61
1,TFO,2026-04-22,2026-11,75.0,E,M,2026-10-27,0,,85.61
1,TFO,2026-04-22,2026-11,80.0,E,M,2026-10-27,0,,85.61
1,TFO,2026-04-22,2026-11,100.0,E,M,2026-10-27,0,,85.61
1,TFO,2026-04-22,2026-12,30.0,E,M,2026-11-26,,0,86.50999999999999
1,TFO,2026-04-22,2026-12,33.0,E,M,2026-11-26,,0,86.50999999999999
1,TFO,2026-04-22,2026-12,35.0,E,M,2026-11-26,,0,86.50999999999999
1,TFO,2026-04-22,2026-12,45.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2026-12,50.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2026-12,55.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2026-12,70.0,E,M,2026-11-26,0,3.5,86.50999999999999
1,TFO,2026-04-22,2026-12,75.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2026-12,80.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2026-12,100.0,E,M,2026-11-26,0,,86.50999999999999
1,TFO,2026-04-22,2027-01,35.0,E,M,2026-12-24,,0,85.525
1,TFO,2026-04-22,2027-01,40.0,E,M,2026-12-24,,0,85.525
1,TFO,2026-04-22,2027-01,50.0,E,M,2026-12-24,0,7.1,85.525
1,TFO,2026-04-22,2027-01,60.0,E,M,2026-12-24,0,,85.525
1,TFO,2026-04-22,2027-01,70.0,E,M,2026-12-24,0,,85.525
1,TFO,2026-04-22,2027-01,75.0,E,M,2026-12-24,0,,85.525
1,TFO,2026-04-22,2027-01,85.0,E,M,2026-12-24,0,3.3,85.525
1,TFO,2026-04-22,2027-02,35.0,E,M,2027-01-27,,0,42.9
1,TFO,2026-04-22,2027-02,50.0,E,M,2027-01-27,0,,42.9
1,TFO,2026-04-22,2027-02,75.0,E,M,2027-01-27,0,,42.9
1,TFO,2026-04-22,2027-02,80.0,E,M,2027-01-27,0,,42.9
1,TFO,2026-04-22,2027-03,30.0,E,M,2027-02-24,,0,81.74000000000001
1,TFO,2026-04-22,2027-03,35.0,E,M,2027-02-24,,0,81.74000000000001
1,TFO,2026-04-22,2027-03,45.0,E,M,2027-02-24,0,,81.74000000000001
1,TFO,2026-04-22,2027-03,50.0,E,M,2027-02-24,0,,81.74000000000001
1,TFO,2026-04-22,2027-03,60.0,E,M,2027-02-24,0,,81.74000000000001
1,TFO,2026-04-22,2027-03,75.0,E,M,2027-02-24,0,,81.74000000000001
1,TFO,2026-04-22,2027-03,100.0,E,M,2027-02-24,0,,81.74000000000001
1,TFO,2026-04-23,2026-05,35.0,E,M,2026-04-24,0.01,0,90.12
2,TFO,2026-04-23,2026-05,38.0,E,M,2026-04-24,0.04,0,90.12
2,TFO,2026-04-23,2026-05,40.0,E,M,2026-04-24,0.12000000000000001,0,90.12
3,TFO,2026-04-23,2026-05,42.0,E,M,2026-04-24,0.315,3.74,90.12
2,TFO,2026-04-23,2026-05,43.0,E,M,2026-04-24,0.58,1.99,90.12
4,TFO,2026-04-23,2026-05,44.0,E,M,2026-04-24,2.105,2.52,90.12
4,TFO,2026-04-23,2026-05,45.0,E,M,2026-04-24,2.535,1.56,90.12
3,TFO,2026-04-23,2026-05,46.0,E,M,2026-04-24,2.24,1.075,90.12
1,TFO,2026-04-23,2026-05,47.0,E,M,2026-04-24,0,0.325,90.12
1,TFO,2026-04-23,2026-05,48.0,E,M,2026-04-24,0,0.4,90.12
1,TFO,2026-04-23,2026-05,49.0,E,M,2026-04-24,0,0.65,90.12
2,TFO,2026-04-23,2026-05,50.0,E,M,2026-04-24,0,0.20500000000000002,90.12
1,TFO,2026-04-23,2026-05,51.0,E,M,2026-04-24,0,0.28,90.12
1,TFO,2026-04-23,2026-05,54.0,E,M,2026-04-24,0,0.2,90.12
1,TFO,2026-04-23,2026-05,55.0,E,M,2026-04-24,0,0.06,90.12
1,TFO,2026-04-23,2026-05,60.0,E,M,2026-04-24,0,0.04,90.12
1,TFO,2026-04-23,2026-05,65.0,E,M,2026-04-24,0,0.02,90.12
1,TFO,2026-04-23,2026-06,28.0,E,M,2026-05-27,0.14,0,89.905
1,TFO,2026-04-23,2026-06,30.0,E,M,2026-05-27,0.26,0,89.905
1,TFO,2026-04-23,2026-06,33.0,E,M,2026-05-27,0.475,0,89.905
1,TFO,2026-04-23,2026-06,34.0,E,M,2026-05-27,0.63,0,89.905
1,TFO,2026-04-23,2026-06,34.5,E,M,2026-05-27,0.53,0,89.905
1,TFO,2026-04-23,2026-06,35.0,E,M,2026-05-27,0.76,0,89.905
1,TFO,2026-04-23,2026-06,37.0,E,M,2026-05-27,1.26,0,89.905
1,TFO,2026-04-23,2026-06,39.0,E,M,2026-05-27,1.95,0,89.905
3,TFO,2026-04-23,2026-06,40.0,E,M,2026-05-27,4.77,6.725,89.905
2,TFO,2026-04-23,2026-06,44.0,E,M,2026-05-27,4.5,4.94,89.905
2,TFO,2026-04-23,2026-06,45.0,E,M,2026-05-27,4.725,4.5,89.905
1,TFO,2026-04-23,2026-06,47.0,E,M,2026-05-27,0,,89.905
2,TFO,2026-04-23,2026-06,48.0,E,M,2026-05-27,0,7.81,89.905
2,TFO,2026-04-23,2026-06,50.0,E,M,2026-05-27,0,6.35,89.905
2,TFO,2026-04-23,2026-06,55.0,E,M,2026-05-27,0,4.875,89.905
1,TFO,2026-04-23,2026-06,60.0,E,M,2026-05-27,0,1.625,89.905
1,TFO,2026-04-23,2026-06,65.0,E,M,2026-05-27,0,1.55,89.905
1,TFO,2026-04-23,2026-06,70.0,E,M,2026-05-27,0,0.925,89.905
1,TFO,2026-04-23,2026-06,80.0,E,M,2026-05-27,0,0.625,89.905
1,TFO,2026-04-23,2026-07,25.0,E,M,2026-06-26,,0,91.18
1,TFO,2026-04-23,2026-07,30.0,E,M,2026-06-26,0.4,0,91.18
1,TFO,2026-04-23,2026-07,33.0,E,M,2026-06-26,0.945,0,91.18
1,TFO,2026-04-23,2026-07,35.0,E,M,2026-06-26,1.47,0,91.18
1,TFO,2026-04-23,2026-07,40.0,E,M,2026-06-26,,0,91.18
1,TFO,2026-04-23,2026-07,42.0,E,M,2026-06-26,,0,91.18
1,TFO,2026-04-23,2026-07,45.0,E,M,2026-06-26,0,6.14,91.18
1,TFO,2026-04-23,2026-07,47.0,E,M,2026-06-26,0,5.4,91.18
1,TFO,2026-04-23,2026-07,50.0,E,M,2026-06-26,0,4.7,91.18
1,TFO,2026-04-23,2026-07,55.0,E,M,2026-06-26,0,3.64,91.18
2,TFO,2026-04-23,2026-07,57.0,E,M,2026-06-26,0,3.215,91.18
1,TFO,2026-04-23,2026-07,60.0,E,M,2026-06-26,0,3.1,91.18
1,TFO,2026-04-23,2026-07,65.0,E,M,2026-06-26,0,2.35,91.18
1,TFO,2026-04-23,2026-07,70.0,E,M,2026-06-26,0,2.1,91.18
1,TFO,2026-04-23,2026-07,80.0,E,M,2026-06-26,0,1.5,91.18
1,TFO,2026-04-23,2026-07,100.0,E,M,2026-06-26,0,,91.18
1,TFO,2026-04-23,2026-08,29.0,E,M,2026-07-27,0.54,0,91.185
1,TFO,2026-04-23,2026-08,30.0,E,M,2026-07-27,0.71,0,91.185
1,TFO,2026-04-23,2026-08,34.5,E,M,2026-07-27,1.775,0,91.185
1,TFO,2026-04-23,2026-08,35.0,E,M,2026-07-27,1.8,0,91.185
1,TFO,2026-04-23,2026-08,40.0,E,M,2026-07-27,,0,91.185
1,TFO,2026-04-23,2026-08,45.0,E,M,2026-07-27,0,,91.185
1,TFO,2026-04-23,2026-08,50.0,E,M,2026-07-27,0,,91.185
2,TFO,2026-04-23,2026-08,55.0,E,M,2026-07-27,0,4.45,91.185
1,TFO,2026-04-23,2026-08,60.0,E,M,2026-07-27,0,,91.185
1,TFO,2026-04-23,2026-08,70.0,E,M,2026-07-27,0,,91.185
1,TFO,2026-04-23,2026-08,80.0,E,M,2026-07-27,0,,91.185
1,TFO,2026-04-23,2026-08,95.0,E,M,2026-07-27,0,1.1,91.185
1,TFO,2026-04-23,2026-08,100.0,E,M,2026-07-27,0,,91.185
2,TFO,2026-04-23,2026-09,25.0,E,M,2026-08-26,0.29,0,89.68
1,TFO,2026-04-23,2026-09,30.0,E,M,2026-08-26,,0,89.68
2,TFO,2026-04-23,2026-09,35.0,E,M,2026-08-26,2.215,0,89.68
1,TFO,2026-04-23,2026-09,37.0,E,M,2026-08-26,3.05,0,89.68
1,TFO,2026-04-23,2026-09,40.0,E,M,2026-08-26,4.6,0,89.68
1,TFO,2026-04-23,2026-09,45.0,E,M,2026-08-26,0,7.095,89.68
1,TFO,2026-04-23,2026-09,50.0,E,M,2026-08-26,0,5.91,89.68
1,TFO,2026-04-23,2026-09,55.0,E,M,2026-08-26,0,4.875,89.68
1,TFO,2026-04-23,2026-09,57.0,E,M,2026-08-26,0,,89.68
1,TFO,2026-04-23,2026-09,60.0,E,M,2026-08-26,0,4.15,89.68
1,TFO,2026-04-23,2026-09,65.0,E,M,2026-08-26,0,3.225,89.68
1,TFO,2026-04-23,2026-09,70.0,E,M,2026-08-26,0,,89.68
1,TFO,2026-04-23,2026-09,80.0,E,M,2026-08-26,0,2.15,89.68
1,TFO,2026-04-23,2026-09,100.0,E,M,2026-08-26,0,,89.68
1,TFO,2026-04-23,2026-10,30.0,E,M,2026-09-25,,0,90.53
1,TFO,2026-04-23,2026-10,31.0,E,M,2026-09-25,,0,90.53
1,TFO,2026-04-23,2026-10,35.0,E,M,2026-09-25,,0,90.53
1,TFO,2026-04-23,2026-10,37.0,E,M,2026-09-25,,0,90.53
1,TFO,2026-04-23,2026-10,40.0,E,M,2026-09-25,,0,90.53
1,TFO,2026-04-23,2026-10,45.0,E,M,2026-09-25,0,,90.53
1,TFO,2026-04-23,2026-10,50.0,E,M,2026-09-25,0,,90.53
1,TFO,2026-04-23,2026-10,60.0,E,M,2026-09-25,0,4.2,90.53
1,TFO,2026-04-23,2026-10,70.0,E,M,2026-09-25,0,3.025,90.53
1,TFO,2026-04-23,2026-10,75.0,E,M,2026-09-25,0,,90.53
1,TFO,2026-04-23,2026-10,80.0,E,M,2026-09-25,0,,90.53
1,TFO,2026-04-23,2026-11,50.0,E,M,2026-10-27,0,,88.685
1,TFO,2026-04-23,2026-11,55.0,E,M,2026-10-27,0,5.625,88.685
1,TFO,2026-04-23,2026-11,70.0,E,M,2026-10-27,0,,88.685
1,TFO,2026-04-23,2026-11,75.0,E,M,2026-10-27,0,,88.685
1,TFO,2026-04-23,2026-11,80.0,E,M,2026-10-27,0,,88.685
1,TFO,2026-04-23,2026-12,30.0,E,M,2026-11-26,,0,89.045
1,TFO,2026-04-23,2026-12,35.0,E,M,2026-11-26,,0,89.045
1,TFO,2026-04-23,2026-12,45.0,E,M,2026-11-26,0,,89.045
1,TFO,2026-04-23,2026-12,50.0,E,M,2026-11-26,0,,89.045
1,TFO,2026-04-23,2026-12,70.0,E,M,2026-11-26,0,,89.045
1,TFO,2026-04-23,2026-12,75.0,E,M,2026-11-26,0,,89.045
1,TFO,2026-04-23,2026-12,80.0,E,M,2026-11-26,0,,89.045
1,TFO,2026-04-23,2027-01,35.0,E,M,2026-12-24,,0,88.555
1,TFO,2026-04-23,2027-01,40.0,E,M,2026-12-24,,0,88.555
1,TFO,2026-04-23,2027-01,50.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-01,60.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-01,65.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-01,70.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-01,75.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-01,85.0,E,M,2026-12-24,0,,88.555
1,TFO,2026-04-23,2027-02,35.0,E,M,2027-01-27,,0,43.845
1,TFO,2026-04-23,2027-02,50.0,E,M,2027-01-27,0,,43.845
1,TFO,2026-04-23,2027-02,65.0,E,M,2027-01-27,0,,43.845
1,TFO,2026-04-23,2027-02,75.0,E,M,2027-01-27,0,,43.845
1,TFO,2026-04-23,2027-02,80.0,E,M,2027-01-27,0,,43.845
1,TFO,2026-04-23,2027-03,30.0,E,M,2027-02-24,,0,41.745
1,TFO,2026-04-23,2027-03,35.0,E,M,2027-02-24,,0,41.745
1,TFO,2026-04-23,2027-03,45.0,E,M,2027-02-24,0,,41.745
1,TFO,2026-04-23,2027-03,50.0,E,M,2027-02-24,0,,41.745
1,TFO,2026-04-23,2027-03,60.0,E,M,2027-02-24,0,,41.745
1,TFO,2026-04-23,2027-03,75.0,E,M,2027-02-24,0,,41.745
1,TFO,2026-04-23,2027-03,90.0,E,M,2027-02-24,0,3.62,41.745
1,TFO,2026-04-23,2027-03,100.0,E,M,2027-02-24,0,3.11,41.745
1,TFO,2026-04-24,2026-05,40.0,E,M,2026-04-24,0.02,0,89.26
1,TFO,2026-04-24,2026-05,43.0,E,M,2026-04-24,0,1.4,89.26
3,TFO,2026-04-24,2026-05,44.0,E,M,2026-04-24,0.3,1.6500000000000001,89.26
4,TFO,2026-04-24,2026-05,45.0,E,M,2026-04-24,1.005,0.955,89.26
2,TFO,2026-04-24,2026-05,46.0,E,M,2026-04-24,0,1.35,89.26
1,TFO,2026-04-24,2026-05,48.0,E,M,2026-04-24,0,0.02,89.26
1,TFO,2026-04-24,2026-05,50.0,E,M,2026-04-24,0,0.05,89.26
1,TFO,2026-04-24,2026-05,55.0,E,M,2026-04-24,0,0.01,89.26
1,TFO,2026-04-24,2026-06,25.0,E,M,2026-05-27,0.09,0,89.19999999999999
2,TFO,2026-04-24,2026-06,26.0,E,M,2026-05-27,0.22,0,89.19999999999999
2,TFO,2026-04-24,2026-06,30.0,E,M,2026-05-27,0.525,0,89.19999999999999
1,TFO,2026-04-24,2026-06,34.0,E,M,2026-05-27,0.59,0,89.19999999999999
2,TFO,2026-04-24,2026-06,35.0,E,M,2026-05-27,1.77,0,89.19999999999999
1,TFO,2026-04-24,2026-06,36.0,E,M,2026-05-27,1.1,0,89.19999999999999
2,TFO,2026-04-24,2026-06,37.0,E,M,2026-05-27,2.65,0,89.19999999999999
1,TFO,2026-04-24,2026-06,38.0,E,M,2026-05-27,1.6,0,89.19999999999999
1,TFO,2026-04-24,2026-06,39.0,E,M,2026-05-27,2.1,0,89.19999999999999
3,TFO,2026-04-24,2026-06,40.0,E,M,2026-05-27,5.15,7.15,89.19999999999999
1,TFO,2026-04-24,2026-06,41.0,E,M,2026-05-27,2.8,0,89.19999999999999
1,TFO,2026-04-24,2026-06,42.0,E,M,2026-05-27,3.275,0,89.19999999999999
1,TFO,2026-04-24,2026-06,43.0,E,M,2026-05-27,4.275,0,89.19999999999999
2,TFO,2026-04-24,2026-06,44.0,E,M,2026-05-27,0,0,89.19999999999999
2,TFO,2026-04-24,2026-06,45.0,E,M,2026-05-27,0,9.5,89.19999999999999
1,TFO,2026-04-24,2026-06,48.0,E,M,2026-05-27,0,4.0,89.19999999999999
2,TFO,2026-04-24,2026-06,50.0,E,M,2026-05-27,0,6.5,89.19999999999999
2,TFO,2026-04-24,2026-06,55.0,E,M,2026-05-27,0,4.72,89.19999999999999
1,TFO,2026-04-24,2026-06,56.0,E,M,2026-05-27,0,2.1,89.19999999999999
2,TFO,2026-04-24,2026-06,60.0,E,M,2026-05-27,0,3.5,89.19999999999999
1,TFO,2026-04-24,2026-06,65.0,E,M,2026-05-27,0,1.15,89.19999999999999
1,TFO,2026-04-24,2026-06,80.0,E,M,2026-05-27,0,0.7,89.19999999999999
1,TFO,2026-04-24,2026-06,90.0,E,M,2026-05-27,0,0.35,89.19999999999999
