'check',contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,put_volume,call_volume,close_of_future,euro_short_term_rate,selected_option,implied_volatility,ssvi_implied_volatility
check,TFO,2026-04-20,2026-05,65.0,E,M,2026-04-24,0.0,0.075,0,500,39.59774234871834,1.931,C,2.2456597332531976,1.8767391550301844
check,TFO,2026-04-20,2026-05,70.0,E,M,2026-04-24,0.0,0.06,0,750,39.59774234871834,1.931,C,2.4409176435000974,1.938113368924435
check,TFO,2026-04-20,2026-06,30.0,E,M,2026-05-27,0.375,0.0,300,0,39.58657400006395,1.931,P,0.6956131561744843,0.762739466773057
check,TFO,2026-04-20,2026-06,31.0,E,M,2026-05-27,0.55,0.0,20,0,39.58657400006395,1.931,P,0.709795076058902,0.7760379118523029
check,TFO,2026-04-20,2026-06,32.5,E,M,2026-05-27,0.77,0.0,10,0,39.58657400006395,1.931,P,0.6875775927279502,0.7948230036233802
check,TFO,2026-04-20,2026-06,34.0,E,M,2026-05-27,1.15,0.0,200,0,39.58657400006395,1.931,P,0.6919426946970323,0.8123666106120673
check,TFO,2026-04-20,2026-06,34.5,E,M,2026-05-27,1.345,0.0,5,0,39.58657400006395,1.931,P,0.7052085927931834,0.817964480005727
check,TFO,2026-04-20,2026-06,35.0,E,M,2026-05-27,1.5995220588235293,0.0,1360,0,39.58657400006395,1.931,P,0.7291132753581329,0.8234455244590351
check,TFO,2026-04-20,2026-06,37.0,E,M,2026-05-27,2.88,0.0,1000,0,39.58657400006395,1.931,P,0.8411156291358662,0.8442875922134594
check,TFO,2026-04-20,2026-06,38.0,E,M,2026-05-27,2.725,0.0,30,0,39.58657400006395,1.931,P,0.711386228369522,0.8541133495664729
check,TFO,2026-04-20,2026-06,39.0,E,M,2026-05-27,3.35,0.0,100,0,39.58657400006395,1.931,P,0.7383874859421448,0.8635787073397309
check,TFO,2026-04-20,2026-06,40.0,E,M,2026-05-27,3.93,4.02,825,2750,39.58657400006395,1.931,C,0.831604818692836,0.8727076574139268
check,TFO,2026-04-20,2026-06,43.0,E,M,2026-05-27,0.0,2.67,0,1000,39.58657400006395,1.931,C,0.7895709737056273,0.8982834858149455
check,TFO,2026-04-20,2026-06,45.0,E,M,2026-05-27,0.0,2.7,0,2375,39.58657400006395,1.931,C,0.9197784675355348,0.9140012159478047
check,TFO,2026-04-20,2026-06,50.0,E,M,2026-05-27,0.0,1.8796052631578948,0,1900,39.58657400006395,1.931,C,0.9918217170819255,0.949443413020877
check,TFO,2026-04-20,2026-06,55.0,E,M,2026-05-27,0.0,1.22,0,1000,39.58657400006395,1.931,C,1.0160259199383486,0.9804169223766219
check,TFO,2026-04-20,2026-06,60.0,E,M,2026-05-27,0.0,0.9520967741935483,0,620,39.58657400006395,1.931,C,1.0901876823957561,1.007872840020575
check,TFO,2026-04-20,2026-06,70.0,E,M,2026-05-27,0.0,0.55,0,800,39.58657400006395,1.931,C,1.1774162968367912,1.0547793543628303
check,TFO,2026-04-20,2026-06,80.0,E,M,2026-05-27,0.0,0.375,0,300,39.58657400006395,1.931,C,1.270021855629969,1.0938015873684628
check,TFO,2026-04-20,2026-06,90.0,E,M,2026-05-27,0.0,0.24,0,500,39.58657400006395,1.931,C,1.3212335936538535,1.1271095745015396
check,TFO,2026-04-20,2026-06,120.0,E,M,2026-05-27,0.0,0.12,0,1000,39.58657400006395,1.931,C,1.5147214355291307,1.2046226161831854
check,TFO,2026-04-20,2026-07,30.0,E,M,2026-06-26,0.72,0.0,275,0,39.562096389551336,1.931,P,0.6318026050808321,0.7582576256688411
check,TFO,2026-04-20,2026-07,35.0,E,M,2026-06-26,2.1,0.0,625,0,39.562096389551336,1.931,P,0.6341994935471922,0.8013129966767757
check,TFO,2026-04-20,2026-07,40.0,E,M,2026-06-26,4.9,0.0,540,0,39.562096389551336,1.931,P,0.7027530666249711,0.8368620616187736
check,TFO,2026-04-20,2026-07,44.0,E,M,2026-06-26,7.45,0.0,25,0,39.562096389551336,1.931,P,0.7079599117575248,0.8613566379575777
check,TFO,2026-04-20,2026-07,45.0,E,M,2026-06-26,0.0,3.7,0,50,39.562096389551336,1.931,C,0.8336808428463874,0.8670331434407721
check,TFO,2026-04-20,2026-07,50.0,E,M,2026-06-26,0.0,2.6,0,125,39.562096389551336,1.931,C,0.8569289478728462,0.8931735451014394
check,TFO,2026-04-20,2026-07,51.0,E,M,2026-06-26,0.0,2.255,0,15,39.562096389551336,1.931,C,0.8324965218621936,0.8980030510482888
check,TFO,2026-04-20,2026-07,57.0,E,M,2026-06-26,0.0,1.595,0,15,39.562096389551336,1.931,C,0.8811637888653512,0.9246670793247832
check,TFO,2026-04-20,2026-07,60.0,E,M,2026-06-26,0.0,1.475,0,800,39.562096389551336,1.931,C,0.9278380552509259,0.9367113246439135
check,TFO,2026-04-20,2026-07,85.0,E,M,2026-06-26,0.0,0.68,0,35,39.562096389551336,1.931,C,1.130296322386421,1.0147647961578043
check,TFO,2026-04-20,2026-08,45.0,E,M,2026-07-27,0.0,3.95,0,250,39.46252485158084,1.931,C,0.7230031781020317,1.09299654664772
check,TFO,2026-04-20,2026-08,55.0,E,M,2026-07-27,0.0,2.305,0,250,39.46252485158084,1.931,C,0.7960963000671616,1.1317146829672589
check,TFO,2026-04-20,2026-08,85.0,E,M,2026-07-27,0.0,0.93,0,32,39.46252485158084,1.931,C,1.004170619810065,1.2115217219758014
check,TFO,2026-04-20,2026-09,25.0,E,M,2026-08-26,0.35,0.0,300,0,39.55231446059678,1.931,P,0.5511352733068093,0.8491350462789854
check,TFO,2026-04-20,2026-09,29.0,E,M,2026-08-26,0.715,0.0,25,0,39.55231446059678,1.931,P,0.49882304985592435,0.8773128917616616
