'check',contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,put_volume,call_volume,close_of_future,euro_short_term_rate,selected_option,implied_volatility,ssvi_implied_volatility
check,TFO,2026-04-20,2026-09,30.0,E,M,2026-08-26,0.985,0.0,50,0,39.55231446059678,1.931,P,0.514137194675266,0.8836264712206703
check,TFO,2026-04-20,2026-09,70.0,E,M,2026-08-26,0.0,1.68,0,25,39.55231446059678,1.931,C,0.8467530511753283,1.0291502594698418
check,TFO,2026-04-20,2026-09,75.0,E,M,2026-08-26,0.0,1.465,0,50,39.55231446059678,1.931,C,0.873634797367694,1.0401178740028996
check,TFO,2026-04-20,2026-09,95.0,E,M,2026-08-26,0.0,0.74,0,25,39.55231446059678,1.931,C,0.9151490872373182,1.0768597535911086
check,TFO,2026-04-20,2026-10,50.0,E,M,2026-09-25,0.0,4.1,0,175,39.57715631050871,1.931,C,0.7054536750227793,0.8765016090688117
check,TFO,2026-04-20,2026-10,60.0,E,M,2026-09-25,0.0,2.8,0,50,39.57715631050871,1.931,C,0.7618142913278919,0.9037749978505082
check,TFO,2026-04-20,2027-01,43.0,E,M,2026-12-24,0.0,6.9,0,1092,39.17,1.931,C,0.6363243969232224,0.7980157690586097
check,TFO,2026-04-20,2027-01,53.0,E,M,2026-12-24,0.0,4.85,0,1043,39.17,1.931,C,0.6845308537496171,0.8226229110203214
check,TFO,2026-04-21,2026-05,32.0,E,M,2026-04-24,0.29000000000000004,0.0,1250,0,43.16070526723876,1.932,P,2.3589728038902424,1.1667381985513734
check,TFO,2026-04-21,2026-05,34.0,E,M,2026-04-24,0.065,0.0,1675,0,43.16070526723876,1.932,P,1.435486352835912,1.2700463631417147
check,TFO,2026-04-21,2026-05,35.0,E,M,2026-04-24,0.21130434782608695,7.225,6325,1375,43.16070526723876,1.932,P,1.649697661140312,1.3167383252257236
check,TFO,2026-04-21,2026-05,36.0,E,M,2026-04-24,0.2,0.0,850,0,43.16070526723876,1.932,P,1.4547086769920126,1.360649841221959
check,TFO,2026-04-21,2026-05,37.0,E,M,2026-04-24,0.32,0.0,3200,0,43.16070526723876,1.932,P,1.462741164506546,1.4020918152297752
check,TFO,2026-04-21,2026-05,38.0,E,M,2026-04-24,0.4985110470701249,0.0,5205,0,43.16070526723876,1.932,P,1.4826439647667982,1.4413249096715897
check,TFO,2026-04-21,2026-05,39.0,E,M,2026-04-24,0.86,0.0,50,0,43.16070526723876,1.932,P,1.6099513669769492,1.4785698979432265
check,TFO,2026-04-21,2026-05,40.0,E,M,2026-04-24,1.1976993865030674,2.7604060913705584,3260,985,43.16070526723876,1.932,P,1.6415786410698494,1.514015493385043
check,TFO,2026-04-21,2026-05,42.0,E,M,2026-04-24,2.165,2.005,750,250,43.16070526723876,1.932,P,1.7615948391215126,1.580137697971446
check,TFO,2026-04-21,2026-05,43.0,E,M,2026-04-24,2.62,1.975,75,220,43.16070526723876,1.932,C,1.2141531554099876,1.611079029367538
check,TFO,2026-04-21,2026-05,44.0,E,M,2026-04-24,0.0,0.6,0,100,43.16070526723876,1.932,C,0.608934961109198,1.6407569636878223
check,TFO,2026-04-21,2026-05,45.0,E,M,2026-04-24,0.0,1.0782065217391306,0,4600,43.16070526723876,1.932,C,1.162763607097919,1.6692675899762761
check,TFO,2026-04-21,2026-05,46.0,E,M,2026-04-24,0.0,0.855,0,600,43.16070526723876,1.932,C,1.2127999810659147,1.6966963465609057
check,TFO,2026-04-21,2026-05,47.0,E,M,2026-04-24,0.0,0.325,0,200,43.16070526723876,1.932,C,0.9446275783715451,1.7231195596347932
check,TFO,2026-04-21,2026-05,48.0,E,M,2026-04-24,0.0,0.6029411764705882,0,1020,43.16070526723876,1.932,C,1.3588911296487305,1.7486057107344088
check,TFO,2026-04-21,2026-05,49.0,E,M,2026-04-24,0.0,0.885,0,35,43.16070526723876,1.932,C,1.7570422704815793,1.7732164888710682
check,TFO,2026-04-21,2026-05,50.0,E,M,2026-04-24,0.0,0.6514503816793893,0,6550,43.16070526723876,1.932,C,1.7018148907000337,1.7970076700979964
check,TFO,2026-04-21,2026-05,52.0,E,M,2026-04-24,0.0,0.25,0,200,43.16070526723876,1.932,C,1.496829357785173,1.8423291086388907
check,TFO,2026-04-21,2026-05,55.0,E,M,2026-04-24,0.0,0.23,0,1200,43.16070526723876,1.932,C,1.7818884325087019,1.9052923009462441
check,TFO,2026-04-21,2026-05,60.0,E,M,2026-04-24,0.0,0.13782608695652174,0,1150,43.16070526723876,1.932,C,2.032997448433156,1.9990847997009549
check,TFO,2026-04-21,2026-05,80.0,E,M,2026-04-24,0.0,0.01,0,100,43.16070526723876,1.932,C,2.435868819475553,2.282096445083807
check,TFO,2026-04-21,2026-06,30.0,E,M,2026-05-27,0.3295454545454546,0.0,550,0,43.158974502661806,1.932,P,0.8242066273381701,0.7365992370421325
check,TFO,2026-04-21,2026-06,32.0,E,M,2026-05-27,0.6,0.0,1250,0,43.158974502661806,1.932,P,0.8337840901348723,0.7641442051873215
check,TFO,2026-04-21,2026-06,33.0,E,M,2026-05-27,1.02,0.0,250,0,43.158974502661806,1.932,P,0.9209388537238317,0.776946247488701
check,TFO,2026-04-21,2026-06,35.0,E,M,2026-05-27,1.3092468619246862,0.0,1195,0,43.158974502661806,1.932,P,0.8650942374628872,0.8008746928382428
check,TFO,2026-04-21,2026-06,37.0,E,M,2026-05-27,1.92,0.0,1250,0,43.158974502661806,1.932,P,0.8702489807731805,0.8228530579173386
check,TFO,2026-04-21,2026-06,38.0,E,M,2026-05-27,2.35,0.0,300,0,43.158974502661806,1.932,P,0.8881341101430222,0.8332002588125549
check,TFO,2026-04-21,2026-06,39.0,E,M,2026-05-27,2.905,0.0,150,0,43.158974502661806,1.932,P,0.9227937992571157,0.8431596750458041
check,TFO,2026-04-21,2026-06,40.0,E,M,2026-05-27,3.4,5.175,3400,300,43.158974502661806,1.932,P,0.9353554908836914,0.8527576827859378
check,TFO,2026-04-21,2026-06,42.0,E,M,2026-05-27,4.7,0.0,200,0,43.158974502661806,1.932,P,0.9982201870082329,0.8709625174519404
check,TFO,2026-04-21,2026-06,43.0,E,M,2026-05-27,0.0,4.125,0,125,43.158974502661806,1.932,C,0.7443891387398559,0.879610541973799
check,TFO,2026-04-21,2026-06,45.0,E,M,2026-05-27,0.0,3.7,0,2650,43.158974502661806,1.932,C,0.8225607382352598,0.8960873902886687
check,TFO,2026-04-21,2026-06,48.0,E,M,2026-05-27,0.0,1.88,0,100,43.158974502661806,1.932,C,0.6665457135695035,0.918980058872729
check,TFO,2026-04-21,2026-06,50.0,E,M,2026-05-27,10.52,2.44,1100,2600,43.158974502661806,1.932,C,0.88318281260608,0.9331751873241458
check,TFO,2026-04-21,2026-06,55.0,E,M,2026-05-27,0.0,2.025,0,550,43.158974502661806,1.932,C,1.0199200956689856,0.9655178997783114
check,TFO,2026-04-21,2026-06,60.0,E,M,2026-05-27,0.0,0.94,0,500,43.158974502661806,1.932,C,0.9214683633870825,0.9941386998605075
check,TFO,2026-04-21,2026-06,65.0,E,M,2026-05-27,0.0,1.1,0,700,43.158974502661806,1.932,C,1.1131701048763514,1.019766832412989
check,TFO,2026-04-21,2026-06,70.0,E,M,2026-05-27,0.0,0.995,0,50,43.158974502661806,1.932,C,1.2071523567840998,1.0429396697544924
check,TFO,2026-04-21,2026-07,30.0,E,M,2026-06-26,0.56,0.0,50,0,43.11138977748094,1.932,P,0.7004160746410856,0.7387310026592702
check,TFO,2026-04-21,2026-07,33.0,E,M,2026-06-26,1.34,0.0,5,0,43.11138977748094,1.932,P,0.7564168358973004,0.7666924160621061
check,TFO,2026-04-21,2026-07,45.0,E,M,2026-06-26,0.0,3.425,0,450,43.11138977748094,1.932,C,0.5692692927033155,0.851507837320029
check,TFO,2026-04-21,2026-07,55.0,E,M,2026-06-26,0.0,1.85,0,125,43.11138977748094,1.932,C,0.7240470228888497,0.9022262254263425
check,TFO,2026-04-21,2026-07,70.0,E,M,2026-06-26,0.0,1.18,0,160,43.11138977748094,1.932,C,0.9349408377702545,0.9596893560924533
check,TFO,2026-04-21,2026-08,45.0,E,M,2026-07-27,0.0,4.35,0,450,43.034416685205784,1.932,C,0.5751252462913482,1.081386916173697
check,TFO,2026-04-21,2026-08,55.0,E,M,2026-07-27,0.0,2.6,0,325,43.034416685205784,1.932,C,0.6968105483021589,1.1208919713500218
check,TFO,2026-04-21,2026-10,30.0,E,M,2026-09-25,0.97,0.0,1075,0,42.8740484608985,1.932,P,0.5379778853904384,0.7842281871446874
check,TFO,2026-04-21,2026-10,37.0,E,M,2026-09-25,3.92,0.0,1250,0,42.8740484608985,1.932,P,0.635440165670994,0.8192058227182413
check,TFO,2026-04-21,2026-10,50.0,E,M,2026-09-25,0.0,4.75,0,50,42.8740484608985,1.932,C,0.6377061577830992,0.8670132715806678
check,TFO,2026-04-21,2026-10,60.0,E,M,2026-09-25,0.0,3.275,0,375,42.8740484608985,1.932,C,0.7089900675076843,0.8947426594632255
check,TFO,2026-04-21,2026-12,70.0,E,M,2026-11-26,0.0,3.85,0,225,42.44390345349131,1.932,C,0.7870624309500314,0.8638440625013669
check,TFO,2026-04-22,2026-05,35.0,E,M,2026-04-24,0.05,0.0,1000,0,44.14145454351808,1.931,P,1.6351403925786194,1.5685150489576882
check,TFO,2026-04-22,2026-05,36.0,E,M,2026-04-24,0.03,0.0,1225,0,44.14145454351808,1.931,P,1.348879707871612,1.6236915018652966
check,TFO,2026-04-22,2026-05,37.0,E,M,2026-04-24,0.27,0.0,90,0,44.14145454351808,1.931,P,1.8750324198272919,1.675690795719588
check,TFO,2026-04-22,2026-05,38.0,E,M,2026-04-24,0.1575,4.865,1900,50,44.14145454351808,1.931,P,1.4401578614122457,1.724856856901531
check,TFO,2026-04-22,2026-05,40.0,E,M,2026-04-24,0.20189583333333333,3.87,7200,6395,44.14145454351808,1.931,P,1.1242608244187304,1.8158062596659061
check,TFO,2026-04-22,2026-05,41.0,E,M,2026-04-24,0.4191693290734824,2.2,1565,25,44.14145454351808,1.931,P,1.1896716349057577,1.8580485536175522
check,TFO,2026-04-22,2026-05,42.0,E,M,2026-04-24,1.2,2.45,1010,200,44.14145454351808,1.931,P,1.653774470984904,1.8983901072110296
check,TFO,2026-04-22,2026-05,43.0,E,M,2026-04-24,0.9075949367088607,1.335,1975,400,44.14145454351808,1.931,P,1.0942679486356797,1.9369908831842055
check,TFO,2026-04-22,2026-05,44.0,E,M,2026-04-24,2.5,1.4700000000000002,1000,300,44.14145454351808,1.931,P,1.9791031873786655,1.9739912110200064
check,TFO,2026-04-22,2026-05,45.0,E,M,2026-04-24,3.0,1.2931297709923664,750,3275,44.14145454351808,1.931,C,1.2817613921195181,2.0095149189814703
check,TFO,2026-04-22,2026-05,46.0,E,M,2026-04-24,0.0,0.7572857142857142,0,875,44.14145454351808,1.931,C,1.1325360331776058,2.0436718598156673
check,TFO,2026-04-22,2026-05,48.0,E,M,2026-04-24,0.0,0.4610344827586207,0,1450,44.14145454351808,1.931,C,1.2910817869985607,2.108266937936023
check,TFO,2026-04-22,2026-05,49.0,E,M,2026-04-24,0.0,0.51,0,45,44.14145454351808,1.931,C,1.5323581241693947,2.1388716372448147
check,TFO,2026-04-22,2026-05,50.0,E,M,2026-04-24,0.0,0.32170212765957445,0,2585,44.14145454351808,1.931,C,1.471762266232343,2.1684452520080995
check,TFO,2026-04-22,2026-05,55.0,E,M,2026-04-24,0.0,0.155,0,1400,44.14145454351808,1.931,C,1.8515842963945923,2.302912542316756
check,TFO,2026-04-22,2026-05,60.0,E,M,2026-04-24,0.0,0.1,0,25,44.14145454351808,1.931,C,2.215113322526229,2.4192232013450248
check,TFO,2026-04-22,2026-05,70.0,E,M,2026-04-24,0.0,0.06,0,50,44.14145454351808,1.931,C,2.8542373261988816,2.6127024694018663
check,TFO,2026-04-22,2026-05,75.0,E,M,2026-04-24,0.0,0.025,0,450,44.14145454351808,1.931,C,2.873787446600652,2.694831645107923
check,TFO,2026-04-22,2026-06,30.0,E,M,2026-05-27,0.253125,0.0,1200,0,44.104494007989345,1.931,P,0.8196899030123093,0.7374400047813375
check,TFO,2026-04-22,2026-06,32.0,E,M,2026-05-27,0.475,0.0,700,0,44.104494007989345,1.931,P,0.8280080976091386,0.7657124822505779
check,TFO,2026-04-22,2026-06,33.0,E,M,2026-05-27,0.5,0.0,500,0,44.104494007989345,1.931,P,0.7780335256080826,0.778845178938787
check,TFO,2026-04-22,2026-06,35.0,E,M,2026-05-27,1.018970588235294,0.0,2720,0,44.104494007989345,1.931,P,0.8375890777653121,0.8033797807365316
check,TFO,2026-04-22,2026-06,40.0,E,M,2026-05-27,3.0300000000000002,0.0,1360,0,44.104494007989345,1.931,P,0.9358021051406217,0.8565286440043981
check,TFO,2026-04-22,2026-06,45.0,E,M,2026-05-27,0.0,4.5,0,2050,44.104494007989345,1.931,C,0.8934557606344375,0.9008706813789762
check,TFO,2026-04-22,2026-06,50.0,E,M,2026-05-27,0.0,3.0234496124031005,0,2580,44.104494007989345,1.931,C,0.9415756608155046,0.938796701400353
check,TFO,2026-04-22,2026-06,55.0,E,M,2026-05-27,0.0,1.875,0,1050,44.104494007989345,1.931,C,0.9435182827110714,0.9718513979634824
check,TFO,2026-04-22,2026-06,60.0,E,M,2026-05-27,0.0,1.403048780487805,0,820,44.104494007989345,1.931,C,1.0149560035574592,1.001088851047037
check,TFO,2026-04-22,2026-06,65.0,E,M,2026-05-27,0.0,1.0976470588235294,0,850,44.104494007989345,1.931,C,1.0821575500948097,1.0272593381469455
check,TFO,2026-04-22,2026-06,70.0,E,M,2026-05-27,0.0,0.7609677419354839,0,310,44.104494007989345,1.931,C,1.09911910461622,1.0509151467680418
check,TFO,2026-04-22,2026-06,75.0,E,M,2026-05-27,0.0,0.75,0,15,44.104494007989345,1.931,C,1.206804156480035,1.072474134942048
check,TFO,2026-04-22,2026-07,30.0,E,M,2026-06-26,0.0,13.2,0,90,44.149592618832926,1.931,C,,0.7371947808375711
check,TFO,2026-04-22,2026-07,34.0,E,M,2026-06-26,0.0,10.075,0,80,44.149592618832926,1.931,C,,0.7743243747912477
check,TFO,2026-04-22,2026-07,37.0,E,M,2026-06-26,0.0,8.2,0,40,44.149592618832926,1.931,C,0.4993947869518176,0.7984598096014613
check,TFO,2026-04-22,2026-07,45.0,E,M,2026-06-26,0.0,5.45,0,4700,44.149592618832926,1.931,C,0.7768211270369882,0.8517727763410359
check,TFO,2026-04-22,2026-07,55.0,E,M,2026-06-26,0.0,3.26,0,4025,44.149592618832926,1.931,C,0.8975823975682198,0.9032280879957395
check,TFO,2026-04-22,2026-07,60.0,E,M,2026-06-26,0.0,2.45,0,20,44.149592618832926,1.931,C,0.9201875637845074,0.9246638274139913
check,TFO,2026-04-22,2026-07,65.0,E,M,2026-06-26,0.0,1.9,0,10,44.149592618832926,1.931,C,0.9474947912787755,0.9439590482123869
check,TFO,2026-04-22,2026-08,35.0,E,M,2026-07-27,1.945,0.0,50,0,44.10935272085415,1.931,P,0.6698516987847267,1.0299450734829145
check,TFO,2026-04-22,2026-08,45.0,E,M,2026-07-27,0.0,5.775,0,925,44.10935272085415,1.931,C,0.6745506205201355,1.0820236525523372
check,TFO,2026-04-22,2026-08,50.0,E,M,2026-07-27,0.0,4.315,0,725,44.10935272085415,1.931,C,0.7093825358640858,1.1031405743970215
check,TFO,2026-04-22,2026-08,55.0,E,M,2026-07-27,0.0,3.625,0,250,44.10935272085415,1.931,C,0.7810257468830367,1.1219070433775
check,TFO,2026-04-22,2026-09,50.0,E,M,2026-08-26,0.0,4.85,0,1275,44.07325961356318,1.931,C,0.6706355316826235,0.9630418903616498
check,TFO,2026-04-22,2026-09,60.0,E,M,2026-08-26,0.0,3.26,0,730,44.07325961356318,1.931,C,0.7496959315439546,0.9941410038364772
check,TFO,2026-04-22,2026-10,50.0,E,M,2026-09-25,0.0,5.12,0,60,43.80261745398378,1.931,C,0.6352102561134779,0.8664608605110642
check,TFO,2026-04-22,2026-10,70.0,E,M,2026-09-25,0.0,2.57,0,50,43.80261745398378,1.931,C,0.760370120306638,0.9173344275843177
check,TFO,2026-04-22,2026-12,70.0,E,M,2026-11-26,0.0,3.5,0,225,43.25982803738317,1.931,C,0.7372520203088203,0.8635067276357468
check,TFO,2026-04-22,2027-01,50.0,E,M,2026-12-24,0.0,7.1,0,510,43.03561005269558,1.931,C,0.6665512669163841,0.8080270466966818
check,TFO,2026-04-22,2027-01,85.0,E,M,2026-12-24,0.0,3.3,0,49,43.03561005269558,1.931,C,0.819988126510764,0.8688995768445077
check,TFO,2026-04-23,2026-05,35.0,E,M,2026-04-24,0.01,0.0,1700,0,44.80849236735136,1.933,P,1.943563904992036,0.15988146508157908
check,TFO,2026-04-23,2026-05,38.0,E,M,2026-04-24,0.04,0.0,1700,0,44.80849236735136,1.933,P,1.6614849590615481,0.41427095466826064
check,TFO,2026-04-23,2026-05,40.0,E,M,2026-04-24,0.06465437788018433,0.0,3255,0,44.80849236735136,1.933,P,1.3351423697983484,0.6123190559972758
check,TFO,2026-04-23,2026-05,42.0,E,M,2026-04-24,0.12231182795698925,3.74,465,50,44.80849236735136,1.933,P,1.0108974169536904,0.7591887740838101
check,TFO,2026-04-23,2026-05,43.0,E,M,2026-04-24,0.58,1.99,2600,700,44.80849236735136,1.933,P,1.4058712624608485,0.8211282076574826
check,TFO,2026-04-23,2026-05,44.0,E,M,2026-04-24,1.1030188679245283,1.2204494382022473,1325,3560,44.80849236735136,1.933,C,0.8049088850289999,0.8775599782304477
check,TFO,2026-04-23,2026-05,45.0,E,M,2026-04-24,1.3548033707865168,0.7708587619877942,4450,5735,44.80849236735136,1.933,C,0.9198599712582374,0.9294953474226314
check,TFO,2026-04-23,2026-05,46.0,E,M,2026-04-24,2.24,0.476453488372093,250,4300,44.80849236735136,1.933,C,1.0084527419878395,0.9776739380057632
check,TFO,2026-04-23,2026-05,47.0,E,M,2026-04-24,0.0,0.325,0,1275,44.80849236735136,1.933,C,1.133974930620698,1.0226551533543953
check,TFO,2026-04-23,2026-05,48.0,E,M,2026-04-24,0.0,0.4,0,3000,44.80849236735136,1.933,C,1.5274660217950846,1.0648739413670103
check,TFO,2026-04-23,2026-05,49.0,E,M,2026-04-24,0.0,0.65,0,200,44.80849236735136,1.933,C,2.1649858369829924,1.1046763242488578
check,TFO,2026-04-23,2026-05,50.0,E,M,2026-04-24,0.0,0.05571479885057472,0,6960,44.80849236735136,1.933,C,1.2315847417281576,1.142342921646648
check,TFO,2026-04-23,2026-05,51.0,E,M,2026-04-24,0.0,0.28,0,1000,44.80849236735136,1.933,C,2.0420852761699733,1.1781050511610303
check,TFO,2026-04-23,2026-05,54.0,E,M,2026-04-24,0.0,0.2,0,200,44.80849236735136,1.933,C,2.4379297728983715,1.2757554145609564
check,TFO,2026-04-23,2026-05,55.0,E,M,2026-04-24,0.0,0.06,0,1385,44.80849236735136,1.933,C,2.066068839564182,1.305564309732305
check,TFO,2026-04-23,2026-05,60.0,E,M,2026-04-24,0.0,0.04,0,250,44.80849236735136,1.933,C,2.598897186805805,1.4385678078316102
check,TFO,2026-04-23,2026-05,65.0,E,M,2026-04-24,0.0,0.02,0,100,44.80849236735136,1.933,C,2.9171095619642355,1.550911050449136
check,TFO,2026-04-23,2026-06,28.0,E,M,2026-05-27,0.14,0.0,100,0,44.80351364101741,1.933,P,0.8690392818437486,0.6513104600568208
check,TFO,2026-04-23,2026-06,30.0,E,M,2026-05-27,0.26,0.0,600,0,44.80351364101741,1.933,P,0.8614395538397938,0.6842361300532549
check,TFO,2026-04-23,2026-06,33.0,E,M,2026-05-27,0.475,0.0,200,0,44.80351364101741,1.933,P,0.8061498898939905,0.7273859350121207
check,TFO,2026-04-23,2026-06,34.0,E,M,2026-05-27,0.63,0.0,1700,0,44.80351364101741,1.933,P,0.8109613553863909,0.7404047042414758
check,TFO,2026-04-23,2026-06,34.5,E,M,2026-05-27,0.53,0.0,50,0,44.80351364101741,1.933,P,0.7393383327196871,0.7466915093987531
check,TFO,2026-04-23,2026-06,35.0,E,M,2026-05-27,0.76,0.0,150,0,44.80351364101741,1.933,P,0.7957427235258584,0.7528382447277174
check,TFO,2026-04-23,2026-06,37.0,E,M,2026-05-27,1.26,0.0,1050,0,44.80351364101741,1.933,P,0.8148315280262469,0.7761347517084394
check,TFO,2026-04-23,2026-06,39.0,E,M,2026-05-27,1.95,0.0,2000,0,44.80351364101741,1.933,P,0.839195100712813,0.7975952510681854
check,TFO,2026-04-23,2026-06,40.0,E,M,2026-05-27,2.3603703703703705,6.725,675,300,44.80351364101741,1.933,P,0.8512488805103494,0.8077185541819791
check,TFO,2026-04-23,2026-06,44.0,E,M,2026-05-27,4.5,4.94,1000,50,44.80351364101741,1.933,P,0.915784291018798,0.8447662932721164
check,TFO,2026-04-23,2026-06,45.0,E,M,2026-05-27,4.725,4.5,800,2925,44.80351364101741,1.933,C,0.8369221715964499,0.8532723771676379
check,TFO,2026-04-23,2026-06,48.0,E,M,2026-05-27,0.0,3.788,0,125,44.80351364101741,1.933,C,0.924174076502068,0.8772509152890665
check,TFO,2026-04-23,2026-06,50.0,E,M,2026-05-27,0.0,3.1863247863247866,0,1755,44.80351364101741,1.933,C,0.933380020502441,0.8920911093958911
check,TFO,2026-04-23,2026-06,55.0,E,M,2026-05-27,0.0,2.4375,0,300,44.80351364101741,1.933,C,1.0339965323701654,0.9258287551940974
check,TFO,2026-04-23,2026-06,60.0,E,M,2026-05-27,0.0,1.625,0,400,44.80351364101741,1.933,C,1.0474994852495658,0.9556039991618749
check,TFO,2026-04-23,2026-06,65.0,E,M,2026-05-27,0.0,1.55,0,200,44.80351364101741,1.933,C,1.1890630405864409,0.9822077366752124
check,TFO,2026-04-23,2026-06,70.0,E,M,2026-05-27,0.0,0.925,0,400,44.80351364101741,1.933,C,1.1419423279274195,1.006219065445672
check,TFO,2026-04-23,2026-06,80.0,E,M,2026-05-27,0.0,0.625,0,500,44.80351364101741,1.933,C,1.2446972729356387,1.048109799145163
check,TFO,2026-04-23,2026-07,30.0,E,M,2026-06-26,0.4,0.0,400,0,45.34432291666667,1.933,P,0.7113215507399566,0.7347111521221048
check,TFO,2026-04-23,2026-07,33.0,E,M,2026-06-26,0.945,0.0,30,0,45.34432291666667,1.933,P,0.7462641306257544,0.7636628007800585
check,TFO,2026-04-23,2026-07,35.0,E,M,2026-06-26,1.47,0.0,780,0,45.34432291666667,1.933,P,0.7653016324623975,0.7810176683225576
check,TFO,2026-04-23,2026-07,45.0,E,M,2026-06-26,0.0,6.14,0,850,45.34432291666667,1.933,C,0.7854391898302119,0.8512679568536101
check,TFO,2026-04-23,2026-07,47.0,E,M,2026-06-26,0.0,5.4,0,375,45.34432291666667,1.933,C,0.7987649145213861,0.8628558284437943
check,TFO,2026-04-23,2026-07,50.0,E,M,2026-06-26,0.0,4.7,0,1850,45.34432291666667,1.933,C,0.8488988022735591,0.8790860524166485
check,TFO,2026-04-23,2026-07,55.0,E,M,2026-06-26,0.0,3.64,0,575,45.34432291666667,1.933,C,0.8969614263935897,0.9035260465257695
check,TFO,2026-04-23,2026-07,57.0,E,M,2026-06-26,0.0,3.215,0,5,45.34432291666667,1.933,C,0.9016287651206185,0.9125192232516349
check,TFO,2026-04-23,2026-07,60.0,E,M,2026-06-26,0.0,3.1,0,665,45.34432291666667,1.933,C,0.9727385449773824,0.9252834079614147
check,TFO,2026-04-23,2026-07,65.0,E,M,2026-06-26,0.0,2.35,0,15,45.34432291666667,1.933,C,0.9832316114467667,0.9448622791707902
check,TFO,2026-04-23,2026-07,70.0,E,M,2026-06-26,0.0,2.1,0,300,45.34432291666667,1.933,C,1.0489122007519345,0.9626392305344793
check,TFO,2026-04-23,2026-07,80.0,E,M,2026-06-26,0.0,1.5,0,650,45.34432291666667,1.933,C,1.1113849103690474,0.9938778796241902
check,TFO,2026-04-23,2026-08,29.0,E,M,2026-07-27,0.54,0.0,300,0,45.34461251821137,1.933,P,0.6731336688643893,0.9882720406594473
check,TFO,2026-04-23,2026-08,30.0,E,M,2026-07-27,0.71,0.0,750,0,45.34461251821137,1.933,P,0.6826912849294534,0.9958158746365372
check,TFO,2026-04-23,2026-08,34.5,E,M,2026-07-27,1.775,0.0,140,0,45.34461251821137,1.933,P,0.7063049975125972,1.0263464952621277
check,TFO,2026-04-23,2026-08,35.0,E,M,2026-07-27,1.8,0.0,700,0,45.34461251821137,1.933,P,0.6870931863989704,1.0294396025843104
check,TFO,2026-04-23,2026-08,55.0,E,M,2026-07-27,0.0,4.45,0,20,45.34461251821137,1.933,C,0.8248929066594486,1.1223616081543308
check,TFO,2026-04-23,2026-08,95.0,E,M,2026-07-27,0.0,1.1,0,75,45.34461251821137,1.933,C,1.0013334051603386,1.2254995708795766
check,TFO,2026-04-23,2026-09,25.0,E,M,2026-08-26,0.29,0.0,50,0,45.35715155203895,1.933,P,0.6435600644258264,0.8321154469035636
check,TFO,2026-04-23,2026-09,35.0,E,M,2026-08-26,2.215,0.0,50,0,45.35715155203895,1.933,P,0.6606326836932752,0.8973928984364952
check,TFO,2026-04-23,2026-09,37.0,E,M,2026-08-26,3.05,0.0,1500,0,45.35715155203895,1.933,P,0.6811557318201199,0.9077341352224298
check,TFO,2026-04-23,2026-09,40.0,E,M,2026-08-26,4.6,0.0,775,0,45.35715155203895,1.933,P,0.7169682401571927,0.9220514340158602
check,TFO,2026-04-23,2026-09,45.0,E,M,2026-08-26,0.0,7.095,0,400,45.35715155203895,1.933,C,0.6473883561877387,0.9432786678788058
check,TFO,2026-04-23,2026-09,50.0,E,M,2026-08-26,0.0,5.91,0,2200,45.35715155203895,1.933,C,0.7162632817621261,0.9618781886047961
check,TFO,2026-04-23,2026-09,55.0,E,M,2026-08-26,0.0,4.875,0,350,45.35715155203895,1.933,C,0.7575708120348044,0.978404622160404
check,TFO,2026-04-23,2026-09,60.0,E,M,2026-08-26,0.0,4.15,0,715,45.35715155203895,1.933,C,0.7996517451601105,0.9932561739070028
check,TFO,2026-04-23,2026-09,65.0,E,M,2026-08-26,0.0,3.225,0,450,45.35715155203895,1.933,C,0.7980005358540075,1.0067279898694181
check,TFO,2026-04-23,2026-09,80.0,E,M,2026-08-26,0.0,2.15,0,775,45.35715155203895,1.933,C,0.8840850759125175,1.0408749023886648
check,TFO,2026-04-23,2026-10,60.0,E,M,2026-09-25,0.0,4.2,0,250,45.1315092741594,1.933,C,0.7282839923301088,0.8927288773229666
check,TFO,2026-04-23,2026-10,70.0,E,M,2026-09-25,0.0,3.025,0,350,45.1315092741594,1.933,C,0.7743100879286439,0.9158687240497184
check,TFO,2026-04-23,2026-11,55.0,E,M,2026-10-27,0.0,5.625,0,200,44.86073280071016,1.933,C,0.691716615188739,0.8951089571255504
check,TFO,2026-04-23,2027-03,90.0,E,M,2027-02-24,0.0,3.62,0,2000,41.745,1.933,C,0.8184350875476885,0.9343785882591438
check,TFO,2026-04-23,2027-03,100.0,E,M,2027-02-24,0.0,3.11,0,3000,41.745,1.933,C,0.8372428174636295,0.9442177904906284
check,TFO,2026-04-24,2026-05,40.0,E,M,2026-04-24,0.02,0.0,200,0,44.79687606916082,1.933,P,,
check,TFO,2026-04-24,2026-05,43.0,E,M,2026-04-24,0.0,1.4,0,400,44.79687606916082,1.933,C,,
check,TFO,2026-04-24,2026-05,44.0,E,M,2026-04-24,0.3,0.5625,40,100,44.79687606916082,1.933,C,,
check,TFO,2026-04-24,2026-05,45.0,E,M,2026-04-24,0.5049895724713244,0.5685795454545455,4795,3080,44.79687606916082,1.933,P,,
check,TFO,2026-04-24,2026-05,46.0,E,M,2026-04-24,0.0,0.9803827751196172,0,2090,44.79687606916082,1.933,C,,
