'check',contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,put_volume,call_volume,close_of_future,euro_short_term_rate,selected_option,implied_volatility,ssvi_implied_volatility,,,ts_event,20.04.26,,,
check,TFO,23.04.26,2026-06,40,E,M,27.05.26,2.36037037,6.725,675,300,44.80351364,1.933,P,0.851248881,0.807718554,,,,,,,
check,TFO,23.04.26,2026-06,44,E,M,27.05.26,4.5,4.94,1000,50,44.80351364,1.933,P,0.915784291,0.844766293,,,,,,,
check,TFO,23.04.26,2026-06,45,E,M,27.05.26,4.725,4.5,800,2925,44.80351364,1.933,C,0.836922172,0.853272377,,,,,,,
check,TFO,23.04.26,2026-06,48,E,M,27.05.26,0,3.788,0,125,44.80351364,1.933,C,0.924174077,0.877250915,,,,,,,
check,TFO,23.04.26,2026-06,50,E,M,27.05.26,0,3.186324786,0,1755,44.80351364,1.933,C,0.933380021,0.892091109,,,,,,,
check,TFO,23.04.26,2026-06,55,E,M,27.05.26,0,2.4375,0,300,44.80351364,1.933,C,1.033996532,0.925828755,,,,,,,
check,TFO,23.04.26,2026-06,60,E,M,27.05.26,0,1.625,0,400,44.80351364,1.933,C,1.047499485,0.955603999,,,,,,,
check,TFO,23.04.26,2026-06,65,E,M,27.05.26,0,1.55,0,200,44.80351364,1.933,C,1.189063041,0.982207737,,,,,,,
check,TFO,23.04.26,2026-06,70,E,M,27.05.26,0,0.925,0,400,44.80351364,1.933,C,1.141942328,1.006219065,,,,,,,
check,TFO,23.04.26,2026-06,80,E,M,27.05.26,0,0.625,0,500,44.80351364,1.933,C,1.244697273,1.048109799,,,,,,,
check,TFO,23.04.26,2026-07,30,E,M,26.06.26,0.4,0,400,0,45.34432292,1.933,P,0.711321551,0.734711152,,,,,,,
check,TFO,23.04.26,2026-07,33,E,M,26.06.26,0.945,0,30,0,45.34432292,1.933,P,0.746264131,0.763662801,,,,,,,
check,TFO,23.04.26,2026-07,35,E,M,26.06.26,1.47,0,780,0,45.34432292,1.933,P,0.765301632,0.781017668,,,,,,,
check,TFO,23.04.26,2026-07,45,E,M,26.06.26,0,6.14,0,850,45.34432292,1.933,C,0.78543919,0.851267957,,,,,,,
check,TFO,23.04.26,2026-07,47,E,M,26.06.26,0,5.4,0,375,45.34432292,1.933,C,0.798764915,0.862855828,,,,,,,
check,TFO,23.04.26,2026-07,50,E,M,26.06.26,0,4.7,0,1850,45.34432292,1.933,C,0.848898802,0.879086052,,,,,,,
check,TFO,23.04.26,2026-07,55,E,M,26.06.26,0,3.64,0,575,45.34432292,1.933,C,0.896961426,0.903526047,,,,,,,
check,TFO,23.04.26,2026-07,57,E,M,26.06.26,0,3.215,0,5,45.34432292,1.933,C,0.901628765,0.912519223,,,,,,,
check,TFO,23.04.26,2026-07,60,E,M,26.06.26,0,3.1,0,665,45.34432292,1.933,C,0.972738545,0.925283408,,,,,,,
check,TFO,23.04.26,2026-07,65,E,M,26.06.26,0,2.35,0,15,45.34432292,1.933,C,0.983231611,0.944862279,,,,,,,
check,TFO,23.04.26,2026-07,70,E,M,26.06.26,0,2.1,0,300,45.34432292,1.933,C,1.048912201,0.962639231,,,,,,,
check,TFO,23.04.26,2026-07,80,E,M,26.06.26,0,1.5,0,650,45.34432292,1.933,C,1.11138491,0.99387788,,,,,,,
check,TFO,23.04.26,2026-08,29,E,M,27.07.26,0.54,0,300,0,45.34461252,1.933,P,0.673133669,0.988272041,,,,,,,
check,TFO,23.04.26,2026-08,30,E,M,27.07.26,0.71,0,750,0,45.34461252,1.933,P,0.682691285,0.995815875,,,,,,,
check,TFO,23.04.26,2026-08,34.5,E,M,27.07.26,1.775,0,140,0,45.34461252,1.933,P,0.706304998,1.026346495,,,,,,,
check,TFO,23.04.26,2026-08,35,E,M,27.07.26,1.8,0,700,0,45.34461252,1.933,P,0.687093186,1.029439603,,,,,,,
check,TFO,23.04.26,2026-08,55,E,M,27.07.26,0,4.45,0,20,45.34461252,1.933,C,0.824892907,1.122361608,,,,,,,
check,TFO,23.04.26,2026-08,95,E,M,27.07.26,0,1.1,0,75,45.34461252,1.933,C,1.001333405,1.225499571,,,,,,,
check,TFO,23.04.26,2026-09,25,E,M,26.08.26,0.29,0,50,0,45.35715155,1.933,P,0.643560064,0.832115447,,,,,,,
check,TFO,23.04.26,2026-09,35,E,M,26.08.26,2.215,0,50,0,45.35715155,1.933,P,0.660632684,0.897392898,,,,,,,
check,TFO,23.04.26,2026-09,37,E,M,26.08.26,3.05,0,1500,0,45.35715155,1.933,P,0.681155732,0.907734135,,,,,,,
check,TFO,23.04.26,2026-09,40,E,M,26.08.26,4.6,0,775,0,45.35715155,1.933,P,0.71696824,0.922051434,,,,,,,
check,TFO,23.04.26,2026-09,45,E,M,26.08.26,0,7.095,0,400,45.35715155,1.933,C,0.647388356,0.943278668,,,,,,,
check,TFO,23.04.26,2026-09,50,E,M,26.08.26,0,5.91,0,2200,45.35715155,1.933,C,0.716263282,0.961878189,,,,,,,
check,TFO,23.04.26,2026-09,55,E,M,26.08.26,0,4.875,0,350,45.35715155,1.933,C,0.757570812,0.978404622,,,,,,,
check,TFO,23.04.26,2026-09,60,E,M,26.08.26,0,4.15,0,715,45.35715155,1.933,C,0.799651745,0.993256174,,,,,,,
check,TFO,23.04.26,2026-09,65,E,M,26.08.26,0,3.225,0,450,45.35715155,1.933,C,0.798000536,1.00672799,,,,,,,
check,TFO,23.04.26,2026-09,80,E,M,26.08.26,0,2.15,0,775,45.35715155,1.933,C,0.884085076,1.040874902,,,,,,,
check,TFO,23.04.26,2026-10,60,E,M,25.09.26,0,4.2,0,250,45.13150927,1.933,C,0.728283992,0.892728877,,,,,,,
check,TFO,23.04.26,2026-10,70,E,M,25.09.26,0,3.025,0,350,45.13150927,1.933,C,0.774310088,0.915868724,,,,,,,
check,TFO,23.04.26,2026-11,55,E,M,27.10.26,0,5.625,0,200,44.8607328,1.933,C,0.691716615,0.895108957,,,,,,,
check,TFO,23.04.26,2027-03,90,E,M,24.02.27,0,3.62,0,2000,41.745,1.933,C,0.818435088,0.934378588,,,,,,,
check,TFO,23.04.26,2027-03,100,E,M,24.02.27,0,3.11,0,3000,41.745,1.933,C,0.837242817,0.94421779,,,,,,,
check,TFO,24.04.26,2026-05,40,E,M,24.04.26,0.02,0,200,0,44.79687607,1.933,P,,,,,,,,,
check,TFO,24.04.26,2026-05,43,E,M,24.04.26,0,1.4,0,400,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-05,44,E,M,24.04.26,0.3,0.5625,40,100,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-05,45,E,M,24.04.26,0.504989572,0.568579545,4795,3080,44.79687607,1.933,P,,,,,,,,,
check,TFO,24.04.26,2026-05,46,E,M,24.04.26,0,0.980382775,0,2090,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-05,48,E,M,24.04.26,0,0.02,0,50,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-05,50,E,M,24.04.26,0,0.05,0,200,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-05,55,E,M,24.04.26,0,0.01,0,200,44.79687607,1.933,C,,,,,,,,,
check,TFO,24.04.26,2026-06,25,E,M,27.05.26,0.09,0,500,0,44.76365109,1.933,P,0.985996957,0.602952481,,,,,,,
check,TFO,24.04.26,2026-06,26,E,M,27.05.26,0.1108,0,1250,0,44.76365109,1.933,P,0.959682875,0.623807475,,,,,,,
check,TFO,24.04.26,2026-06,30,E,M,27.05.26,0.270652174,0,2300,0,44.76365109,1.933,P,0.880705553,0.694947195,,,,,,,
check,TFO,24.04.26,2026-06,34,E,M,27.05.26,0.59,0,1000,0,44.76365109,1.933,P,0.804952798,0.751929812,,,,,,,
check,TFO,24.04.26,2026-06,35,E,M,27.05.26,0.80042394,0,4010,0,44.76365109,1.933,P,0.820146147,0.764544107,,,,,,,
check,TFO,24.04.26,2026-06,36,E,M,27.05.26,1.1,0,1750,0,44.76365109,1.933,P,0.849344115,0.776613189,,,,,,,
check,TFO,24.04.26,2026-06,37,E,M,27.05.26,1.441071429,0,1400,0,44.76365109,1.933,P,0.874603115,0.788179783,,,,,,,
check,TFO,24.04.26,2026-06,38,E,M,27.05.26,1.6,0,730,0,44.76365109,1.933,P,0.841450634,0.799281847,,,,,,,
check,TFO,24.04.26,2026-06,39,E,M,27.05.26,2.1,0,975,0,44.76365109,1.933,P,0.88420966,0.809953255,,,,,,,
check,TFO,24.04.26,2026-06,40,E,M,27.05.26,2.360273973,7.15,1825,3600,44.76365109,1.933,C,0.851778848,0.820224361,,,,,,,
check,TFO,24.04.26,2026-06,41,E,M,27.05.26,2.8,0,1050,0,44.76365109,1.933,P,0.870647949,0.830122465,,,,,,,
check,TFO,24.04.26,2026-06,42,E,M,27.05.26,3.275,0,65,0,44.76365109,1.933,P,0.878926726,0.839672211,,,,,,,
check,TFO,24.04.26,2026-06,43,E,M,27.05.26,4.275,0,200,0,44.76365109,1.933,P,0.981732951,0.848895916,,,,,,,
check,TFO,24.04.26,2026-06,45,E,M,27.05.26,0,4.556741573,0,1780,44.76365109,1.933,C,0.864429667,0.866444505,,,,,,,
check,TFO,24.04.26,2026-06,48,E,M,27.05.26,0,4,0,100,44.76365109,1.933,C,0.9813364,0.890774521,,,,,,,
check,TFO,24.04.26,2026-06,50,E,M,27.05.26,0,3.107633588,0,9825,44.76365109,1.933,C,0.935573116,0.905832477,,,,,,,
check,TFO,24.04.26,2026-06,55,E,M,27.05.26,0,2.398688525,0,610,44.76365109,1.933,C,1.04413681,0.940065801,,,,,,,
check,TFO,24.04.26,2026-06,56,E,M,27.05.26,0,2.1,0,25,44.76365109,1.933,C,1.02288631,0.946400548,,,,,,,
check,TFO,24.04.26,2026-06,60,E,M,27.05.26,0,1.75,0,4940,44.76365109,1.933,C,1.096079642,0.970279168,,,,,,,
check,TFO,24.04.26,2026-06,65,E,M,27.05.26,0,1.15,0,25,44.76365109,1.933,C,1.09759557,0.99727484,,,,,,,
check,TFO,24.04.26,2026-06,80,E,M,27.05.26,0,0.7,0,400,44.76365109,1.933,C,1.298104175,1.064149526,,,,,,,
check,TFO,24.04.26,2026-06,90,E,M,27.05.26,0,0.35,0,400,44.76365109,1.933,C,1.290717359,1.100294635,,,,,,,
check,TFO,24.04.26,2026-07,30,E,M,26.06.26,0.5,0,50,0,44.87782232,1.933,P,0.745646334,0.743738762,,,,,,,
check,TFO,24.04.26,2026-07,31.5,E,M,26.06.26,0.73,0,10,0,44.87782232,1.933,P,0.751705129,0.758750783,,,,,,,
check,TFO,24.04.26,2026-07,35,E,M,26.06.26,1.695,0,100,0,44.87782232,1.933,P,0.801788604,0.790227232,,,,,,,
check,TFO,24.04.26,2026-07,45,E,M,26.06.26,0,5.925,0,250,44.87782232,1.933,C,0.798875005,0.860789037,,,,,,,
check,TFO,24.04.26,2026-07,48,E,M,26.06.26,0,4.65,0,100,44.87782232,1.933,C,0.786917192,0.878014381,,,,,,,
check,TFO,24.04.26,2026-07,51,E,M,26.06.26,0,4.49,0,5,44.87782232,1.933,C,0.898172149,0.893898366,,,,,,,
check,TFO,24.04.26,2026-07,55,E,M,26.06.26,0,3.47,0,1850,44.87782232,1.933,C,0.904542605,0.913302087,,,,,,,
check,TFO,24.04.26,2026-07,60,E,M,26.06.26,0,2.770938967,0,2130,44.87782232,1.933,C,0.95238452,0.935170626,,,,,,,
check,TFO,24.04.26,2026-07,65,E,M,26.06.26,0,2.17,0,1350,44.87782232,1.933,C,0.980279892,0.954851841,,,,,,,
check,TFO,24.04.26,2026-07,70,E,M,26.06.26,0,1.82,0,1250,44.87782232,1.933,C,1.024273141,0.972723496,,,,,,,
check,TFO,24.04.26,2026-08,30,E,M,27.07.26,0.69,0,1800,0,44.88985889,1.933,P,0.669775352,1.003342815,,,,,,,
check,TFO,24.04.26,2026-08,51,E,M,27.07.26,0,7.73,0,100,44.88985889,1.933,C,1.089378673,1.115268223,,,,,,,
check,TFO,24.04.26,2026-08,56,E,M,27.07.26,0,6.72,0,100,44.88985889,1.933,C,1.131644212,1.133873821,,,,,,,
check,TFO,24.04.26,2026-09,25,E,M,26.08.26,0.375,0,300,0,44.8929395,1.933,P,0.674958606,0.837541474,,,,,,,
check,TFO,24.04.26,2026-09,65,E,M,26.08.26,0,3.704,0,250,44.8929395,1.933,C,0.868401915,1.012504735,,,,,,,
check,TFO,24.04.26,2026-09,80,E,M,26.08.26,0,2.475,0,200,44.8929395,1.933,C,0.943142854,1.046733359,,,,,,,
check,TFO,24.04.26,2026-10,30,E,M,25.09.26,1.175,0,1130,0,44.70830173,1.933,P,0.618724657,0.784589862,,,,,,,
check,TFO,24.04.26,2026-12,30,E,M,26.11.26,1.57,0,472,0,44.44263273,1.933,P,0.578336894,0.753096833,,,,,,,
check,TFO,24.04.26,2026-12,35,E,M,26.11.26,3.8,0,457,0,44.44263273,1.933,P,0.648854247,0.774468372,,,,,,,
check,TFO,24.04.26,2026-12,45,E,M,26.11.26,9.6,8.26,200,389,44.44263273,1.933,C,0.612804241,0.808127185,,,,,,,
check,TFO,24.04.26,2026-12,60,E,M,26.11.26,0,5.78,0,784,44.44263273,1.933,C,0.753777061,0.845044259,,,,,,,
check,TFO,24.04.26,2026-12,70,E,M,26.11.26,0,4.58,0,175,44.44263273,1.933,C,0.799376371,0.864188026,,,,,,,
check,TFO,24.04.26,2026-12,85,E,M,26.11.26,0,3.02,0,10,44.44263273,1.933,C,0.817112439,0.887721491,,,,,,,
check,TFO,24.04.26,2027-01,45,E,M,24.12.26,10.425,0,200,0,44.23531863,1.933,P,0.72521878,0.795306803,,,,,,,
check,TFO,24.04.26,2027-03,90,E,M,24.02.27,0,4.12,0,200,42.355,1.933,C,0.845624292,0.934539138,,,,,,,
check,TFO,24.04.26,2027-03,100,E,M,24.02.27,0,3.6,0,325,42.355,1.933,C,0.867088823,0.944408447,,,,,,,
check,TFO,27.04.26,2026-06,27,E,M,27.05.26,0.08,0,1600,0,44.36973977,1.932,P,0.882668658,0.637576403,,,,,,,
check,TFO,27.04.26,2026-06,31,E,M,27.05.26,0.27,0,400,0,44.36973977,1.932,P,0.845466126,0.708629162,,,,,,,
check,TFO,27.04.26,2026-06,32,E,M,27.05.26,0.25,0,800,0,44.36973977,1.932,P,0.770681952,0.724021769,,,,,,,
check,TFO,27.04.26,2026-06,33,E,M,27.05.26,0,11.95,0,50,44.36973977,1.932,C,0.864803926,0.7386473,,,,,,,
check,TFO,27.04.26,2026-06,34,E,M,27.05.26,0.55,0,400,0,44.36973977,1.932,P,0.80865555,0.752574976,,,,,,,
check,TFO,27.04.26,2026-06,35,E,M,27.05.26,0.638469388,0,2450,0,44.36973977,1.932,P,0.779271205,0.765865151,,,,,,,
check,TFO,27.04.26,2026-06,36,E,M,27.05.26,0.925,0,400,0,44.36973977,1.932,P,0.813381161,0.778570753,,,,,,,
check,TFO,27.04.26,2026-06,37,E,M,27.05.26,1.06,0,500,0,44.36973977,1.932,P,0.783998302,0.79073846,,,,,,,
check,TFO,27.04.26,2026-06,38,E,M,27.05.26,1.33,0,1050,0,44.36973977,1.932,P,0.786824072,0.802409635,,,,,,,
check,TFO,27.04.26,2026-06,39,E,M,27.05.26,1.65,0,2200,0,44.36973977,1.932,P,0.791858878,0.813621107,,,,,,,
check,TFO,27.04.26,2026-06,40,E,M,27.05.26,1.942076923,0,1625,0,44.36973977,1.932,P,0.780229752,0.824405807,,,,,,,
check,TFO,27.04.26,2026-06,44,E,M,27.05.26,4.15,0,1000,0,44.36973977,1.932,P,0.86720375,0.863826419,,,,,,,
check,TFO,27.04.26,2026-06,45,E,M,27.05.26,4.652272727,4.028666667,990,1500,44.36973977,1.932,C,0.844853837,0.872867427,,,,,,,
check,TFO,27.04.26,2026-06,48,E,M,27.05.26,0,3.65,0,750,44.36973977,1.932,C,0.996304706,0.898335595,,,,,,,
check,TFO,27.04.26,2026-06,50,E,M,27.05.26,8.1,2.642348754,500,1405,44.36973977,1.932,C,0.91802945,0.914084879,,,,,,,
check,TFO,27.04.26,2026-06,53,E,M,27.05.26,0,2.65,0,1500,44.36973977,1.932,C,1.081629938,0.936113637,,,,,,,
check,TFO,27.04.26,2026-06,55,E,M,27.05.26,0,1.833333333,0,360,44.36973977,1.932,C,0.992696956,0.949855583,,,,,,,
check,TFO,27.04.26,2026-06,58,E,M,27.05.26,0,2.075,0,750,44.36973977,1.932,C,1.17666102,0.969223569,,,,,,,
check,TFO,27.04.26,2026-06,60,E,M,27.05.26,0,1.769863014,0,365,44.36973977,1.932,C,1.178608625,0.98138945,,,,,,,
check,TFO,27.04.26,2026-06,65,E,M,27.05.26,0,0.902619048,0,630,44.36973977,1.932,C,1.090822788,1.009538815,,,,,,,
check,TFO,27.04.26,2026-06,70,E,M,27.05.26,0,0.7,0,100,44.36973977,1.932,C,1.150547629,1.034926028,,,,,,,
check,TFO,27.04.26,2026-06,80,E,M,27.05.26,0,0.44,0,250,44.36973977,1.932,C,1.24749848,1.079177586,,,,,,,
check,TFO,27.04.26,2026-06,100,E,M,27.05.26,0,0.25,0,1000,44.36973977,1.932,C,1.438457658,1.149359239,,,,,,,
check,TFO,27.04.26,2026-07,27,E,M,26.06.26,0.225,0,1800,0,44.36961022,1.932,P,0.755009543,0.731602266,,,,,,,
check,TFO,27.04.26,2026-07,30,E,M,26.06.26,0.475,0,975,0,44.36961022,1.932,P,0.738955303,0.765722869,,,,,,,
check,TFO,27.04.26,2026-07,33,E,M,26.06.26,0.87,0,55,0,44.36961022,1.932,P,0.717547506,0.795372622,,,,,,,
check,TFO,27.04.26,2026-07,35,E,M,26.06.26,1.27,0,500,0,44.36961022,1.932,P,0.709915021,0.813154077,,,,,,,
check,TFO,27.04.26,2026-07,45,E,M,26.06.26,0,5.45,0,300,44.36961022,1.932,C,0.792256508,0.88518614,,,,,,,
check,TFO,27.04.26,2026-07,65,E,M,26.06.26,0,2.075,0,100,44.36961022,1.932,C,1.009449431,0.98126827,,,,,,,
check,TFO,27.04.26,2026-08,31.5,E,M,27.07.26,0.975,0,10,0,44.3697414,1.932,P,0.674412561,0.82100314,,,,,,,
check,TFO,27.04.26,2026-08,35,E,M,27.07.26,1.86,0,625,0,44.3697414,1.932,P,0.68175223,0.845668519,,,,,,,
check,TFO,27.04.26,2026-08,55,E,M,27.07.26,0,4.27,0,200,44.3697414,1.932,C,0.867464325,0.94435445,,,,,,,
check,TFO,27.04.26,2026-08,60,E,M,27.07.26,0,3.35,0,1000,44.3697414,1.932,C,0.883992519,0.962212203,,,,,,,
check,TFO,27.04.26,2026-08,90,E,M,27.07.26,0,1.175,0,450,44.3697414,1.932,C,1.014048498,1.041451411,,,,,,,
check,TFO,27.04.26,2026-09,50,E,M,26.08.26,0,5.74,0,375,44.4753236,1.932,C,0.753838991,0.981130983,,,,,,,
check,TFO,27.04.26,2026-10,38,E,M,25.09.26,3.925,0,1100,0,44.30002527,1.932,P,0.644596315,0.834314807,,,,,,,
check,TFO,27.04.26,2026-10,45,E,M,25.09.26,0,7.425,0,250,44.30002527,1.932,C,0.67095505,0.862051684,,,,,,,
check,TFO,27.04.26,2026-10,55,E,M,25.09.26,0,5.11,0,900,44.30002527,1.932,C,0.747994676,0.893876884,,,,,,,
check,TFO,27.04.26,2026-10,65,E,M,25.09.26,0,3.65,0,750,44.30002527,1.932,C,0.798679149,0.919545199,,,,,,,
check,TFO,27.04.26,2027-03,90,E,M,24.02.27,0,4.07,0,300,42.435,1.932,C,0.844347501,0.9389756,,,,,,,
check,TFO,27.04.26,2027-03,100,E,M,24.02.27,0,3.545,0,300,42.435,1.932,C,0.865366032,0.948895487,,,,,,,
check,TFO,28.04.26,2026-06,24,E,M,27.05.26,0.06,0,75,0,43.4858035,1.932,P,1.01013553,0.497930686,,,,,,,
check,TFO,28.04.26,2026-06,25,E,M,27.05.26,0.1,0,50,0,43.4858035,1.932,P,1.027509896,0.523511092,,,,,,,
check,TFO,28.04.26,2026-06,26,E,M,27.05.26,0.09,0,800,0,43.4858035,1.932,P,0.946584362,0.547083523,,,,,,,
check,TFO,28.04.26,2026-06,27,E,M,27.05.26,0.075,0,250,0,43.4858035,1.932,P,0.859520628,0.568927935,,,,,,,
check,TFO,28.04.26,2026-06,30,E,M,27.05.26,0.15,0,750,0,43.4858035,1.932,P,0.784356348,0.626165557,,,,,,,
check,TFO,28.04.26,2026-06,32,E,M,27.05.26,0.195833333,0,600,0,43.4858035,1.932,P,0.708028361,0.658907215,,,,,,,
check,TFO,28.04.26,2026-06,35,E,M,27.05.26,0.588571429,0,1750,0,43.4858035,1.932,P,0.72947705,0.701944135,,,,,,,
check,TFO,28.04.26,2026-06,37,E,M,27.05.26,0.95,0,200,0,43.4858035,1.932,P,0.714378658,0.727397108,,,,,,,
check,TFO,28.04.26,2026-06,38,E,M,27.05.26,1.2,0,150,0,43.4858035,1.932,P,0.711627679,0.739310177,,,,,,,
check,TFO,28.04.26,2026-06,39,E,M,27.05.26,1.3,0,2200,0,43.4858035,1.932,P,0.659708241,0.750736988,,,,,,,
check,TFO,28.04.26,2026-06,40,E,M,27.05.26,1.975283019,0,2650,0,43.4858035,1.932,P,0.740483637,0.761713742,,,,,,,
check,TFO,28.04.26,2026-06,42,E,M,27.05.26,2.48125,0,800,0,43.4858035,1.932,P,0.666865198,0.782443115,,,,,,,
check,TFO,28.04.26,2026-06,44,E,M,27.05.26,3.855982906,3.85,585,240,43.4858035,1.932,P,0.73977163,0.801719655,,,,,,,
check,TFO,28.04.26,2026-06,45,E,M,27.05.26,4.209824561,3.43,1425,715,43.4858035,1.932,P,0.693172508,0.810870871,,,,,,,
check,TFO,28.04.26,2026-06,46,E,M,27.05.26,4.75,4,200,290,43.4858035,1.932,C,1.024451631,0.819723984,,,,,,,
check,TFO,28.04.26,2026-06,50,E,M,27.05.26,7.775,2.35,400,1670,43.4858035,1.932,C,0.939873546,0.852488678,,,,,,,
check,TFO,28.04.26,2026-06,55,E,M,27.05.26,0,1.718431373,0,255,43.4858035,1.932,C,1.039186379,0.888483903,,,,,,,
check,TFO,28.04.26,2026-06,60,E,M,27.05.26,0,1.173860182,0,1645,43.4858035,1.932,C,1.084089093,0.920131871,,,,,,,
check,TFO,28.04.26,2026-06,61,E,M,27.05.26,0,0.98,0,50,43.4858035,1.932,C,1.056549026,0.926023123,,,,,,,
check,TFO,28.04.26,2026-06,80,E,M,27.05.26,0,0.4,0,100,43.4858035,1.932,C,1.281630062,1.017854024,,,,,,,
check,TFO,28.04.26,2026-07,27,E,M,26.06.26,0.195,0,600,0,43.42034517,1.932,P,0.71538737,0.744963459,,,,,,,
check,TFO,28.04.26,2026-07,30,E,M,26.06.26,0.415,0,1800,0,43.42034517,1.932,P,0.691792842,0.779066576,,,,,,,
check,TFO,28.04.26,2026-07,32,E,M,26.06.26,0.6,0,200,0,43.42034517,1.932,P,0.661799038,0.799262803,,,,,,,
check,TFO,28.04.26,2026-07,33,E,M,26.06.26,0.767307692,0,650,0,43.42034517,1.932,P,0.66213413,0.808720272,,,,,,,
check,TFO,28.04.26,2026-07,35,E,M,26.06.26,1.4,0,3575,0,43.42034517,1.932,P,0.708339803,0.82651194,,,,,,,
check,TFO,28.04.26,2026-07,36,E,M,26.06.26,1.425,0,200,0,43.42034517,1.932,P,0.656257286,0.83489946,,,,,,,
check,TFO,28.04.26,2026-07,38,E,M,26.06.26,0,8.99,0,300,43.42034517,1.932,C,0.896842247,0.850771559,,,,,,,
check,TFO,28.04.26,2026-07,40,E,M,26.06.26,3.4,0,1450,0,43.42034517,1.932,P,0.747921634,0.865566762,,,,,,,
check,TFO,28.04.26,2026-07,42,E,M,26.06.26,0,6.84,0,300,43.42034517,1.932,C,0.887045026,0.879414139,,,,,,,
check,TFO,28.04.26,2026-07,45,E,M,26.06.26,0,5.05,0,2400,43.42034517,1.932,C,0.814877589,0.898638727,,,,,,,
check,TFO,28.04.26,2026-07,50,E,M,26.06.26,0,3.75,0,2525,43.42034517,1.932,C,0.869783432,0.927242545,,,,,,,
check,TFO,28.04.26,2026-07,70,E,M,26.06.26,0,1.36,0,50,43.42034517,1.932,C,1.019619192,1.013276867,,,,,,,
check,TFO,28.04.26,2026-07,80,E,M,26.06.26,0,1.035,0,50,43.42034517,1.932,C,1.112421553,1.045483781,,,,,,,
check,TFO,28.04.26,2026-08,31.5,E,M,27.07.26,0.985,0,25,0,43.35229676,1.932,P,0.65244432,0.831074291,,,,,,,
check,TFO,28.04.26,2026-08,80,E,M,27.07.26,0,1.6,0,50,43.35229676,1.932,C,1.014294827,1.029179166,,,,,,,
check,TFO,28.04.26,2026-09,35,E,M,26.08.26,2.325,0,3025,0,43.3653282,1.932,P,0.63306638,0.924436293,,,,,,,
check,TFO,28.04.26,2026-09,50,E,M,26.08.26,0,6.18,0,1875,43.3653282,1.932,C,0.854611859,0.989695363,,,,,,,
check,TFO,28.04.26,2026-09,75,E,M,26.08.26,0,2.46,0,50,43.3653282,1.932,C,0.938643558,1.059091955,,,,,,,
check,TFO,28.04.26,2026-10,30,E,M,25.09.26,0.95,0,1250,0,43.24045904,1.932,P,0.553941186,0.800833287,,,,,,,
check,TFO,28.04.26,2026-10,35,E,M,25.09.26,2.35,0,2665,0,43.24045904,1.932,P,0.568277586,0.827329001,,,,,,,
check,TFO,28.04.26,2026-10,43,E,M,25.09.26,6.85,0,25,0,43.24045904,1.932,P,0.654687373,0.86147052,,,,,,,
check,TFO,28.04.26,2026-10,45,E,M,25.09.26,7.8,0,1000,0,43.24045904,1.932,P,0.634241572,0.868833597,,,,,,,
check,TFO,28.04.26,2026-11,43,E,M,27.10.26,7.5,0,25,0,43.16504669,1.932,P,0.650432226,0.878049499,,,,,,,
check,TFO,28.04.26,2026-11,55,E,M,27.10.26,0,6.12,0,190,43.16504669,1.932,C,0.803348204,0.912652646,,,,,,,
check,TFO,28.04.26,2026-11,70,E,M,27.10.26,0,4.04,0,200,43.16504669,1.932,C,0.861730538,0.945349965,,,,,,,
check,TFO,28.04.26,2026-11,80,E,M,27.10.26,0,3.22,0,300,43.16504669,1.932,C,0.896032859,0.962984239,,,,,,,
check,TFO,28.04.26,2026-12,55,E,M,26.11.26,0,6.12,0,190,43.215,1.932,C,0.74099278,0.845468307,,,,,,,
check,TFO,28.04.26,2026-12,70,E,M,26.11.26,0,4.04,0,200,43.215,1.932,C,0.795772929,0.875768964,,,,,,,
check,TFO,28.04.26,2026-12,80,E,M,26.11.26,0,3.22,0,300,43.215,1.932,C,0.827809854,0.892110538,,,,,,,
check,TFO,28.04.26,2027-01,60,E,M,24.12.26,0,6.475,0,500,43.26730769,1.932,C,0.799799218,0.839111721,,,,,,,
check,TFO,28.04.26,2027-01,90,E,M,24.12.26,0,3.7,0,200,43.26730769,1.932,C,0.899315,0.885482364,,,,,,,
check,TFO,29.04.26,2026-06,25,E,M,27.05.26,0.05,0,200,0,47.47023854,1.932,P,1.058911108,0.475370867,,,,,,,
check,TFO,29.04.26,2026-06,33,E,M,27.05.26,0.255,0,2200,0,47.47023854,1.932,P,0.860414778,0.641280236,,,,,,,
check,TFO,29.04.26,2026-06,35,E,M,27.05.26,0.447326733,0,5050,0,47.47023854,1.932,P,0.857317476,0.671549277,,,,,,,
check,TFO,29.04.26,2026-06,36,E,M,27.05.26,0.51,0,1200,0,47.47023854,1.932,P,0.825656403,0.685588911,,,,,,,
check,TFO,29.04.26,2026-06,36.5,E,M,27.05.26,0.84,0,25,0,47.47023854,1.932,P,0.9285094,0.692363494,,,,,,,
check,TFO,29.04.26,2026-06,37,E,M,27.05.26,0.75,0,150,0,47.47023854,1.932,P,0.86103655,0.698984035,,,,,,,
