'check',contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,put_volume,call_volume,close_of_future,euro_short_term_rate,selected_option,implied_volatility,ssvi_implied_volatility,,,ts_event,20.04.26,,,
check,TFO,23.04.26,2026-05,60,E,M,24.04.26,0,0.04,0,250,44.80849237,1.933,C,2.598897187,1.438567808,,,,,,,
check,TFO,23.04.26,2026-05,65,E,M,24.04.26,0,0.02,0,100,44.80849237,1.933,C,2.917109562,1.55091105,,,,,,,
check,TFO,23.04.26,2026-06,28,E,M,27.05.26,0.14,0,100,0,44.80351364,1.933,P,0.869039282,0.65131046,,,,,,,
check,TFO,23.04.26,2026-06,30,E,M,27.05.26,0.26,0,600,0,44.80351364,1.933,P,0.861439554,0.68423613,,,,,,,
check,TFO,23.04.26,2026-06,33,E,M,27.05.26,0.475,0,200,0,44.80351364,1.933,P,0.80614989,0.727385935,,,,,,,
check,TFO,23.04.26,2026-06,34,E,M,27.05.26,0.63,0,1700,0,44.80351364,1.933,P,0.810961355,0.740404704,,,,,,,
check,TFO,23.04.26,2026-06,34.5,E,M,27.05.26,0.53,0,50,0,44.80351364,1.933,P,0.739338333,0.746691509,,,,,,,
check,TFO,23.04.26,2026-06,35,E,M,27.05.26,0.76,0,150,0,44.80351364,1.933,P,0.795742724,0.752838245,,,,,,,
check,TFO,23.04.26,2026-06,37,E,M,27.05.26,1.26,0,1050,0,44.80351364,1.933,P,0.814831528,0.776134752,,,,,,,
check,TFO,23.04.26,2026-06,39,E,M,27.05.26,1.95,0,2000,0,44.80351364,1.933,P,0.839195101,0.797595251,,,,,,,
