ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,Column1,,,AAA,,,
2025-12-05T00:00:00.000000000Z,35,58,110299393,,,,,100,TFO FMZ0026_OMPE0000015002112626,TFO FMZ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110208512,0.04,0.04,0.03,0.03,350,TFO FSG0026.H0026_OSCE0000080002012,TFO FSG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108781837,,,,,1270,TFO FMH0026_OMPE0000023002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108203747,,,,,200,TFO FMK0026_OMPE0000027002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040176,9.505,9.505,9.505,9.505,64,TFO  58  31040176,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110323037,,,,,90,TFO FMU0027_OMPE0000017002082627,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040170,-6.49,-6.49,-6.49,-6.49,300,TFO  58  31040170,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108215817,,,,,400,TFO FMM0026_OMPE0000033002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108781975,0.27,0.27,0.27,0.27,70,TFO FQF0026.H0026_OQPE0000023002122,TFO FQF,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108398546,,,,,1425,TFO FMU0026_OMPE0000030002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,108595532,0.34,0.355,0.34,0.355,125,TFO FMF0026_OMCE0000029002122425,TFO FMF,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040460,0.43,0.43,0.42,0.42,1650,TFO   6  31040460,TFO   6,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108643809,1.905,1.95,1.88,1.95,4700,TFO FMH0026_OMPE0000027002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040004,1.22,1.22,1.22,1.22,85,TFO  56  31040004,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153758,,,,,650,TFO FMU0026_OMPE0000010002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108086401,,,,,400,TFO FMJ0026_OMPE0000033002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108564117,2.06,2.075,2.05,2.05,200,TFO FSJ0026.U0026_OSPE0000025002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108455363,7.75,7.75,7.75,7.75,300,TFO FQN0026.U0026_OQPE0000033002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108721187,,,,,1000,TFO FMH0026_OMPE0000024002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108781437,,,,,1385,TFO FMQ0026_OMPE0000021002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108019593,,,,,1325,TFO FMH0026_OMPE0000033002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109069809,,,,,305,TFO FMG0026_OMCE0000065002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108280839,,,,,50,TFO FMN0026_OMPE0000032002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108643808,,,,,850,TFO FMH0026_OMCE0000027002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108398559,,,,,60,TFO FMU0026_OMCE0000037002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108338601,,,,,700,TFO FMQ0026_OMCE0000035002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040167,0.115,0.115,0.115,0.115,100,TFO  50  31040167,TFO  50,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040125,3.1,3.1,3.1,3.1,500,TFO  53  31040125,TFO  53,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108682079,1.1,1.1,1.1,1.1,2050,TFO FMG0026_OMPE0000026002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040040,0.395,0.395,0.395,0.395,214,TFO  46  31040040,TFO  46,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110299399,,,,,100,TFO FMH0027_OMPE0000015002022427,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108682075,,,,,1950,TFO FMH0026_OMPE0000026002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108302833,,,,,30,TFO FMN0026_OMPE0000037002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,108054070,0.095,0.095,0.09,0.09,480,TFO FMF0026_OMCE0000035002122425,TFO FMF,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108086414,,,,,105,TFO FMJ0026_OMCE0000040002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040168,-5.495,-5.495,-5.495,-5.495,50,TFO  58  31040168,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040058,0.78,0.78,0.76,0.76,1200,TFO  56  31040058,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108564115,,,,,200,TFO FMU0026_OMPE0000025002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31039998,3.16,3.16,3.16,3.16,596,TFO  73  31039998,TFO  73,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108398557,,,,,278,TFO FMU0026_OMCE0000036002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108603582,1.175,1.31,1.175,1.31,2775,TFO FMG0026_OMCE0000028002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108218360,,,,,200,TFO FMK0026_OMPE0000025002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,109153760,0.075,0.075,0.075,0.075,650,TFO FSJ0026.U0026_OSPE0000010002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108685483,,,,,30,TFO FMJ0027_OMPE0000020002032527,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108086406,,,,,214,TFO FMJ0026_OMCE0000036002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108455357,5.42,5.42,5.42,5.42,901,TFO FQN0026.U0026_OQPE0000030002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476548,0.56,0.575,0.56,0.575,900,TFO FSJ0026.U0026_OSCE0000038002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153754,,,,,650,TFO FMN0026_OMPE0000010002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31039982,0.77,0.77,0.77,0.77,2800,TFO  51  31039982,TFO  51,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476552,0.45,0.45,0.45,0.45,105,TFO FSJ0026.U0026_OSCE0000040002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108280817,,,,,85,TFO FMK0026_OMPE0000023002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153660,,,,,75,TFO FMU0026_OMPE0000017002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110208518,0.055,0.055,0.02,0.02,460,TFO FSG0026.H0026_OSCE0000085002012,TFO FSG,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040144,-0.975,-0.975,-0.975,-0.975,1150,TFO  49  31040144,TFO  49,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040353,0.89,0.89,0.89,0.89,50,TFO  56  31040353,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108643817,,,,,30,TFO FMU0027_OMPE0000020002082627,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476870,,,,,39,TFO FMQ0026_OMCE0000046002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108086394,,,,,605,TFO FMJ0026_OMCE0000030002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108481528,,,,,90,TFO FMU0027_OMCE0000035002082627,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108564141,,,,,350,TFO FMQ0026_OMPE0000020002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108484170,,,,,75,TFO FMN0027_OMCE0000025002062527,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110299397,,,,,100,TFO FMG0027_OMPE0000015002012727,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108218362,,,,,200,TFO FMM0026_OMPE0000025002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040064,0.26,0.26,0.26,0.26,750,TFO  58  31040064,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108564137,,,,,2225,TFO FMM0026_OMPE0000020002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108588119,0.625,0.625,0.34,0.34,400,TFO FQF0026.H0026_OQPE0000025002122,TFO FQF,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108685185,1.625,1.625,1.625,1.625,30,TFO FSJ0027.U0027_OSPE0000020002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108847982,0.315,0.315,0.315,0.315,50,TFO FQN0026.U0026_OQCE0000050002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040120,3.5,3.5,3.5,3.5,25,TFO  55  31040120,TFO  55,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040059,0.895,0.895,0.88,0.88,700,TFO  50  31040059,TFO  50,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040187,0.155,0.155,0.155,0.155,150,TFO  45  31040187,TFO  45,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108791763,0.79,0.79,0.76,0.76,160,TFO FSV0026.H0027_OSPE0000020002092,TFO FSV,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108088797,,,,,746,TFO FMJ0026_OMPE0000028002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108054072,0.215,0.265,0.215,0.215,2920,TFO FMG0026_OMCE0000035002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108338592,,,,,1425,TFO FMQ0026_OMPE0000030002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040024,0.28,0.28,0.28,0.28,500,TFO  55  31040024,TFO  55,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31039986,0.1,0.1,0.1,0.1,200,TFO  72  31039986,TFO  72,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108781431,,,,,1385,TFO FMK0026_OMPE0000021002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110086975,,,,,800,TFO FMQ0026_OMPE0000019002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040099,0.25,0.25,0.25,0.25,250,TFO  56  31040099,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040027,0.37,0.37,0.37,0.37,1000,TFO  73  31040027,TFO  73,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110315644,0.26,0.26,0.26,0.26,400,TFO FMF0026_OMCE0000029502122425,TFO FMF,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108781433,,,,,1385,TFO FMM0026_OMPE0000021002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040230,0.13,0.13,0.13,0.13,200,TFO  51  31040230,TFO  51,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040013,0.12,0.12,0.12,0.12,50,TFO  44  31040013,TFO  44,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108484128,,,,,75,TFO FMJ0027_OMCE0000025002032527,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108565853,0.68,0.68,0.68,0.68,350,TFO FQN0026.U0026_OQPE0000020002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108790021,,,,,160,TFO FMX0026_OMPE0000020002102726,TFO FMX,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108338597,,,,,300,TFO FMQ0026_OMCE0000033002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108481396,,,,,90,TFO FMJ0027_OMCE0000035002032527,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040012,0.12,0.12,0.12,0.12,100,TFO  44  31040012,TFO  44,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108643811,0.78,0.78,0.76,0.76,1425,TFO FMF0026_OMPE0000027002122425,TFO FMF,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040135,0.025,0.025,0.025,0.025,305,TFO  24  31040135,TFO  24,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110207927,2.85,2.85,2.85,2.85,1200,TFO FSG0026.H0026_OSPE0000029002012,TFO FSG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108245409,,,,,60,TFO FMM0026_OMCE0000037002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476919,7.53,7.53,7.53,7.53,400,TFO FSJ0026.U0026_OSPE0000033002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108398549,,,,,50,TFO FMU0026_OMCE0000032002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108595533,2.305,2.305,2.21,2.21,3050,TFO FMF0026_OMPE0000029002122425,TFO FMF,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153650,,,,,75,TFO FMJ0026_OMPE0000017002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108603583,,,,,1200,TFO FMG0026_OMPE0000028002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108338605,,,,,60,TFO FMQ0026_OMCE0000037002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108455369,10.405,10.405,10.405,10.405,64,TFO FQN0026.U0026_OQPE0000036002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110299401,0.22,0.22,0.22,0.22,100,TFO FSV0026.H0027_OSPE0000015002092,TFO FSV,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110086965,,,,,800,TFO FMM0026_OMPE0000019002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108159080,,,,,605,TFO FMK0026_OMCE0000030002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040199,5.72,5.72,5.72,5.72,1325,TFO  73  31040199,TFO  73,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040358,5.42,5.42,5.42,5.42,901,TFO  56  31040358,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040343,0.42,0.42,0.42,0.42,800,TFO  56  31040343,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108790007,,,,,160,TFO FMG0027_OMPE0000020002012727,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108398551,,,,,300,TFO FMU0026_OMCE0000033002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040229,0.625,0.625,0.625,0.625,300,TFO  56  31040229,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110323035,,,,,90,TFO FMQ0027_OMPE0000017002072727,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108381601,,,,,105,TFO FMQ0026_OMCE0000040002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108278470,,,,,200,TFO FMJ0026_OMPE0000027002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110086963,,,,,800,TFO FMN0026_OMPE0000019002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040017,0.06,0.06,0.06,0.06,39,TFO  50  31040017,TFO  50,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108280812,0.65,0.65,0.65,0.65,50,TFO FQJ0026.M0026_OQCE0000034002032,TFO FQJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108720375,,,,,1385,TFO FMN0026_OMPE0000021002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040224,0.78,0.78,0.78,0.78,200,TFO  56  31040224,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476882,,,,,39,TFO FMK0026_OMCE0000046002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040067,-22.605,-22.605,-22.605,-22.605,4,TFO  58  31040067,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108019596,,,,,1070,TFO FMH0026_OMCE0000035002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109185605,0.24,0.24,0.24,0.24,50,TFO FQN0026.U0026_OQCE0000055002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108441306,0.015,0.015,0.015,0.015,930,TFO FMG0026_OMCE0000100002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108035872,1.28,1.28,1.28,1.28,550,TFO FMH0026_OMCE0000029002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108280821,,,,,85,TFO FMN0026_OMPE0000023002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040346,0.68,0.68,0.68,0.68,350,TFO  56  31040346,TFO  56,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108993165,,,,,2600,TFO FMQ0026_OMPE0000015002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109117889,,,,,460,TFO FMH0026_OMCE0000085002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108400938,,,,,125,TFO FMQ0026_OMCE0000041002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31040157,10.46,10.46,10.46,10.46,30,TFO  58  31040157,TFO  58,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108476922,0.725,0.76,0.725,0.76,600,TFO FSJ0026.U0026_OSCE0000035002032,TFO FSJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108565847,0.39,0.39,0.39,0.39,2225,TFO FQJ0026.M0026_OQPE0000020002032,TFO FQJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108847186,,,,,45,TFO FMM0026_OMCE0000050002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109184385,,,,,50,TFO FMN0026_OMCE0000055002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108215820,,,,,600,TFO FMM0026_OMCE0000035002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108847184,,,,,45,TFO FMK0026_OMCE0000050002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108228732,,,,,875,TFO FMG0026_OMPE0000020002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108455368,0.895,0.9,0.895,0.9,278,TFO FQN0026.U0026_OQCE0000036002062,TFO FQN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110086967,,,,,800,TFO FMU0026_OMPE0000019002082626,TFO FMU,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110208497,1.145,1.145,1.145,1.145,850,TFO FSG0026.H0026_OSPE0000026002012,TFO FSG,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153656,,,,,75,TFO FMN0026_OMPE0000017002062626,TFO FMN,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,109153748,,,,,650,TFO FMJ0026_OMPE0000010002032726,TFO FMJ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108789125,,,,,1075,TFO FMH0026_OMPE0000022002022426,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108248811,,,,,900,TFO FMM0026_OMCE0000038002052726,TFO FMM,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108790009,,,,,160,TFO FMH0027_OMPE0000020002022427,TFO FMH,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108338596,,,,,50,TFO FMQ0026_OMPE0000032002072726,TFO FMQ,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108789129,0.27,0.27,0.27,0.27,1175,TFO FMG0026_OMPE0000022002012726,TFO FMG,,,,,,
2025-12-05T00:00:00.000000000Z,35,85,31039981,0.165,0.165,0.165,0.165,2100,TFO  48  31039981,TFO  48,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,108199039,,,,,746,TFO FMK0026_OMPE0000028002042426,TFO FMK,,,,,,
2025-12-05T00:00:00.000000000Z,35,58,110208505,0.35,0.35,0.28,0.28,1075,TFO FSG0026.H0026_OSPE0000022002012,TFO FSG,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040771,9.44,9.44,9.44,9.44,376,TFO  58  31040771,TFO  58,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,108215158,0.81,0.81,0.81,0.81,100,TFO FMG0026_OMCE0000030002012726,TFO FMG,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108993163,,,,,350,TFO FMN0026_OMPE0000015002062626,TFO FMN,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108159085,,,,,50,TFO FMK0026_OMPE0000032002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108147174,,,,,286,TFO FMK0026_OMCE0000036002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108215807,,,,,550,TFO FMM0026_OMPE0000028002052726,TFO FMM,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108199038,,,,,150,TFO FMK0026_OMCE0000028002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108643811,0.6,0.69,0.58,0.69,1900,TFO FMF0026_OMPE0000027002122425,TFO FMF,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108585885,,,,,150,TFO FMG0026_OMPE0000025002012726,TFO FMG,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31041147,0.37,0.37,0.37,0.37,300,TFO  55  31041147,TFO  55,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108603580,0.72,0.72,0.37,0.37,2661,TFO FMF0026_OMCE0000028002122425,TFO FMF,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108533645,3.65,3.65,3.65,3.65,200,TFO FMF0026_OMPE0000031002122425,TFO FMF,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108993167,,,,,350,TFO FMU0026_OMPE0000015002082626,TFO FMU,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108476840,,,,,50,TFO FMN0026_OMCE0000045002062626,TFO FMN,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,109408513,,,,,50,TFO FMJ0026_OMCE0000060002032726,TFO FMJ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108280824,,,,,100,TFO FMN0026_OMCE0000025002062626,TFO FMN,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108847194,0.22,0.22,0.22,0.22,50,TFO FSJ0026.U0026_OSCE0000050002032,TFO FSJ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108218361,3.46,3.46,3.46,3.46,100,TFO FMM0026_OMCE0000025002052726,TFO FMM,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,109408517,,,,,50,TFO FMM0026_OMCE0000060002052726,TFO FMM,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108203746,,,,,150,TFO FMK0026_OMCE0000027002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108564112,,,,,100,TFO FMQ0026_OMCE0000025002072726,TFO FMQ,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040793,0.51,0.51,0.51,0.51,65,TFO  55  31040793,TFO  55,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108147172,0.63,0.63,0.63,0.63,725,TFO FMK0026_OMCE0000035002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040938,1.675,1.675,1.675,1.675,100,TFO  55  31040938,TFO  55,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31041094,0.23,0.23,0.23,0.23,75,TFO  56  31041094,TFO  56,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108147175,,,,,64,TFO FMK0026_OMPE0000036002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108215157,2.76,2.76,2.76,2.76,1895,TFO FMF0026_OMPE0000030002122425,TFO FMF,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,107797365,,,,,400,TFO FMF0026_OMCE0000060002122425,TFO FMF,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108086414,0.29,0.29,0.29,0.29,575,TFO FMJ0026_OMCE0000040002032726,TFO FMJ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,109184387,,,,,50,TFO FMQ0026_OMCE0000055002072726,TFO FMQ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108280825,,,,,450,TFO FMN0026_OMPE0000025002062626,TFO FMN,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,109408523,,,,,50,TFO FMU0026_OMCE0000060002082626,TFO FMU,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108338588,,,,,975,TFO FMQ0026_OMPE0000028002072726,TFO FMQ,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040785,2.51,2.51,2.51,2.51,1895,TFO  58  31040785,TFO  58,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108993165,,,,,350,TFO FMQ0026_OMPE0000015002072726,TFO FMQ,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31041129,0.44,0.44,0.44,0.44,500,TFO  56  31041129,TFO  56,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040835,0.045,0.045,0.045,0.045,800,TFO   5  31040835,TFO   5,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040890,0.3,0.3,0.3,0.3,200,TFO  16  31040890,TFO  16,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108199039,,,,,550,TFO FMK0026_OMPE0000028002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040855,0.02,0.02,0.02,0.02,400,TFO   6  31040855,TFO   6,,,,,,
2025-12-08T00:00:00.000000000Z,35,85,31040747,0,0,-0.02,-0.02,550,TFO  73  31040747,TFO  73,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108714979,,,,,550,TFO FMJ0026_OMPE0000023002032726,TFO FMJ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,109069811,,,,,400,TFO FMH0026_OMCE0000065002022426,TFO FMH,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108159081,4.72,4.72,4.72,4.72,376,TFO FMK0026_OMPE0000030002042426,TFO FMK,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108564113,,,,,450,TFO FMQ0026_OMPE0000025002072726,TFO FMQ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108086395,4.33,4.33,4.33,4.33,524,TFO FMJ0026_OMPE0000030002032726,TFO FMJ,,,,,,
2025-12-08T00:00:00.000000000Z,35,58,108086405,8.71,8.71,8.71,8.71,610,TFO FMJ0026_OMPE0000035002032726,TFO FMJ,,,,,,
